sample_id,physical_scenario_id,split,category,severity,truth_topology_id,parameter_domain_truth,outlier_dimension,outlier_direction,master_seed,case_seed,parameter_vector_hash,noiseless_cfr_hash,observation_hash
stage4a7_1_pilot_0011,pilot_stage4a7_1_pilot_0011,pilot,in_domain_interior,not_applicable,G004,in_domain,,,20261721,20280239,6500b03d8ca1cb85b89eff9b8a201f5d861dec65cfbbcb7e88e4a83af4b55865,dcdbf65eb724fae381c9e83c9e18a80da75c377dee7acadb40f73473a69f6b01,dcdbf65eb724fae381c9e83c9e18a80da75c377dee7acadb40f73473a69f6b01
stage4a7_1_pilot_0012,pilot_stage4a7_1_pilot_0012,pilot,symmetry_preserving_nominal,not_applicable,G004,in_domain,,,20261721,20280260,cb108dcd2d4920b920765717feaf1e8e481ecccf1edfdf2ab58de067f8745fcb,224acf73dde194d5beb3be2ece13aed69e014e3eb2a0ce09907bdc762b6a6685,224acf73dde194d5beb3be2ece13aed69e014e3eb2a0ce09907bdc762b6a6685
stage4a7_1_pilot_0013,pilot_stage4a7_1_pilot_0013,pilot,in_domain_interior,not_applicable,G005,in_domain,,,20261721,20280281,1e8d183009b59268cce94369259624124df0a7f2a0909b7609f302287d6d4266,d956452577dad933c4315916377c83736bec5382da9f7b4d93637c021d6bf0cc,d956452577dad933c4315916377c83736bec5382da9f7b4d93637c021d6bf0cc
stage4a7_1_pilot_0014,pilot_stage4a7_1_pilot_0014,pilot,in_domain_interior,not_applicable,G005,in_domain,,,20261721,20280302,e5e716385ab3a54a6e5447aa79a9734b9f20e5b75fbf7f6230be9187284a0abd,ffb2332000e671ef28de0e7d0ca90ea779b713d831eb62bdd1b6ff99f57686d5,ffb2332000e671ef28de0e7d0ca90ea779b713d831eb62bdd1b6ff99f57686d5
stage4a7_1_pilot_0015,pilot_stage4a7_1_pilot_0015,pilot,symmetry_preserving_nominal,not_applicable,G005,in_domain,,,20261721,20280323,cb108dcd2d4920b920765717feaf1e8e481ecccf1edfdf2ab58de067f8745fcb,d8b9946adf9a811dd179de2c0d5e769756e4213f6c3ba352517071142da22b64,d8b9946adf9a811dd179de2c0d5e769756e4213f6c3ba352517071142da22b64
stage4a7_1_pilot_0016,pilot_stage4a7_1_pilot_0016,pilot,in_domain_interior,not_applicable,G006,in_domain,,,20261721,20280344,8b307595e35b4490ab0a00d7d9cc0dbc0dbf3d9dbc82b172cc26fa5aca474471,9f2b303fdffdae8bbf79c87d15e2c03a6ac3095c920507061e0a2987a84e8c48,9f2b303fdffdae8bbf79c87d15e2c03a6ac3095c920507061e0a2987a84e8c48
stage4a7_1_pilot_0017,pilot_stage4a7_1_pilot_0017,pilot,in_domain_interior,not_applicable,G006,in_domain,,,20261721,20280365,abc727472f12ba751688412df9cdd0d58bcc10a584f4bba5e11f484b3422a6b9,4d27097a342d3568079dd2a2daad6a36d98e9e606c4e7073379c16b162880c09,4d27097a342d3568079dd2a2daad6a36d98e9e606c4e7073379c16b162880c09
stage4a7_1_pilot_0018,pilot_stage4a7_1_pilot_0018,pilot,symmetry_preserving_nominal,not_applicable,G006,in_domain,,,20261721,20280386,cb108dcd2d4920b920765717feaf1e8e481ecccf1edfdf2ab58de067f8745fcb,849a15b95176b4f218b110167994e7cd1b20ba6717dc9bf7a0031fedca6b5dd4,849a15b95176b4f218b110167994e7cd1b20ba6717dc9bf7a0031fedca6b5dd4
stage4a7_1_pilot_0019,pilot_stage4a7_1_pilot_0019,pilot,in_domain_interior,not_applicable,G007,in_domain,,,20261721,20280407,7b57c6140376b7820cb29c985d1551a668515295a28a5dc1ccfc3433ca269e3f,235720dd131c1a4985e5c1ce8d6df069de64416b66c5b5e801562efdd3192347,235720dd131c1a4985e5c1ce8d6df069de64416b66c5b5e801562efdd3192347
stage4a7_1_pilot_0020,pilot_stage4a7_1_pilot_0020,pilot,in_domain_interior,not_applicable,G007,in_domain,,,20261721,20280238,ef25a49009ad36acc2fce32070109d68e82180c7bdcc71bbabb1e082414b7478,b5524f2c30caa11668a596ba0135a6c42d50a2050284a269d71a62793a7e97a0,b5524f2c30caa11668a596ba0135a6c42d50a2050284a269d71a62793a7e97a0
stage4a7_1_pilot_0021,pilot_stage4a7_1_pilot_0021,pilot,symmetry_preserving_nominal,not_applicable,G007,in_domain,,,20261721,20280259,cb108dcd2d4920b920765717feaf1e8e481ecccf1edfdf2ab58de067f8745fcb,ac735ab307f8bb3c695ec53c92aa6230fc7898804d2f47d12e7118ac8bf349ad,ac735ab307f8bb3c695ec53c92aa6230fc7898804d2f47d12e7118ac8bf349ad
stage4a7_1_pilot_0022,pilot_stage4a7_1_pilot_0022,pilot,structure_out,not_applicable,OOG001,not_evaluable,structure_key_01,legal_one_level_tree_outside_P0,20261721,20280280,058a33610c9919bb48dd8be388a94a3cbb35f07e77debcc6b11662d626d6d53d,3610dcbde3246daf0421375864a42290bac368857f3af537585d76d43b7ee8ba,3610dcbde3246daf0421375864a42290bac368857f3af537585d76d43b7ee8ba
stage4a7_1_pilot_0023,pilot_stage4a7_1_pilot_0023,pilot,structure_out,not_applicable,OOG002,not_evaluable,structure_key_02,legal_one_level_tree_outside_P0,20261721,20280301,acf6a70ba95c16408d43ffc3b0006f09c219148db31b516b5350b68f154e832d,beded75338f5822f6b44c1287ace885e3a8bb7a5db2277d9c7de8eea0da8983c,beded75338f5822f6b44c1287ace885e3a8bb7a5db2277d9c7de8eea0da8983c
stage4a7_1_pilot_0024,pilot_stage4a7_1_pilot_0024,pilot,structure_out,not_applicable,OOG003,not_evaluable,structure_key_03,legal_one_level_tree_outside_P0,20261721,20280322,f04183d590583cc58d8c5ba04c3c703538f6207e45bdcb850d1414c160f91b06,ba810a3327deecaaba39ffb425eaaee917effa386bb18508f3e11e8c7a313da0,ba810a3327deecaaba39ffb425eaaee917effa386bb18508f3e11e8c7a313da0
stage4a7_1_pilot_0025,pilot_stage4a7_1_pilot_0025,pilot,parameter_out,near,G001,out_of_domain,main_length_scale,above_max,20261721,20280343,0293d1a8c7294dbcd7c435bd4635b3a388d7570e8222b37ef7f49b2a1d2dddf8,c85e9ca3f3808b0bc4b56a8a47d9533b54e9220b46f31838eedb0ded5604e8dc,c85e9ca3f3808b0bc4b56a8a47d9533b54e9220b46f31838eedb0ded5604e8dc
stage4a7_1_pilot_0026,pilot_stage4a7_1_pilot_0026,pilot,parameter_out,medium,G002,out_of_domain,branch_length_scale,below_min,20261721,20280364,dbdb9d37e1f89e85e7a53a997910d3c141f4b6a7bd359f66eb4939998fc4d458,5d49c6616c563afce5b7432479b25703faab10ca844f6da192acbad6f2e66d8e,5d49c6616c563afce5b7432479b25703faab10ca844f6da192acbad6f2e66d8e
stage4a7_1_pilot_0027,pilot_stage4a7_1_pilot_0027,pilot,parameter_out,far,G003,out_of_domain,branch_load_scale,above_max,20261721,20280385,1c9efbef42c280638cb46cc73cf65e3a59636505e593028e8d2420affb006a36,2e4ddf6ba7cf13ff1851d8b235878dba2f45e245ad630318bd9b241009703cff,2e4ddf6ba7cf13ff1851d8b235878dba2f45e245ad630318bd9b241009703cff
stage4a7_1_pilot_0028,pilot_stage4a7_1_pilot_0028,pilot,parameter_out,near,G004,out_of_domain,source_impedance_ohm,above_max,20261721,20280406,3623a02739d30686ddb08d3c9b740b61c04cd054f93ec9e408e2ca8566c10c3a,200c92bba4fd141a968fec3da255eb6e90340f7367c555e42b99a53931e2c708,200c92bba4fd141a968fec3da255eb6e90340f7367c555e42b99a53931e2c708
stage4a7_1_pilot_0029,pilot_stage4a7_1_pilot_0029,pilot,parameter_out,medium,G005,out_of_domain,receiver_impedance_ohm,below_min,20261721,20280427,33c9d9bc5e5a1eb8e59bf9caced9e40b4e7fbd25f57add04fe2d66049d3402cf,b9ec5c64af0bc5b5ea1657c3bd82e2d4cbff840141887740f3f1e357d908460d,b9ec5c64af0bc5b5ea1657c3bd82e2d4cbff840141887740f3f1e357d908460d
stage4a7_1_pilot_0030,pilot_stage4a7_1_pilot_0030,pilot,parameter_out,far,G006,out_of_domain,joint_parameter_set,joint_above_below,20261721,20280258,dfe1587304b9895f0f75c8ed0736b64dec9197f21df144e8db06d3205f646d21,c512d8a3b3635657e4f016c02cb3a12c4b4141969a15a340893502251311e221,c512d8a3b3635657e4f016c02cb3a12c4b4141969a15a340893502251311e221
stage4a7_1_pilot_0031,pilot_stage4a7_1_pilot_0031,pilot,parameter_out,near,G007,out_of_domain,main_length_scale,above_max,20261721,20280279,7ee256dc1fadb20a3c972d50549ab3084ae8147a984a22223cae33d39eccc92e,b2683af99256e6d51d299a96a4528cf9188c32a3309089acbbe3eae8086c1428,b2683af99256e6d51d299a96a4528cf9188c32a3309089acbbe3eae8086c1428
stage4a7_1_pilot_0032,pilot_stage4a7_1_pilot_0032,pilot,parameter_out,medium,G001,out_of_domain,branch_length_scale,below_min,20261721,20280300,1db6115cffc277a07a17909f213f8ad0576bee7aa61a17ab4e9cf1230ebacf48,042c53acdd19b44adfa655ae8b4fe265c8a9c7b44672f440578c16afd8e6d116,042c53acdd19b44adfa655ae8b4fe265c8a9c7b44672f440578c16afd8e6d116
stage4a7_1_pilot_0033,pilot_stage4a7_1_pilot_0033,pilot,parameter_out,far,G002,out_of_domain,branch_load_scale,above_max,20261721,20280321,c5f1b3984bace1998191bb92a820451250e07ffb17693c055d32b233ef543c6f,99ca113a4a5d599919bade17b2be058663c06d8d44138d740102363615d7c2f2,99ca113a4a5d599919bade17b2be058663c06d8d44138d740102363615d7c2f2
