sample_id,paired_case_id,split,category,candidate_id,truth_topology_id,case_seed,main_length_scale,parameter_domain_truth,parameter_vector_hash,noiseless_cfr_hash,observation_hash
r73_development_medium_lower_ood_C004_R01,development_C004_R01,development,medium_lower_ood,R21C_004,R21C_004,805247637,0.75,out_of_parameter_domain,2e6cb657f68ff67663b2a00d1a595d9a5daf7669c981a79397df762d947f8f68,7d0438e9d66bf0cd33368f912bb2ef9c367d1cf5a2c42b7b43e1b47cbce3ad6b,1dc6a49aaccde659389145fb04a874647a024ee5566a978882102c5566d7de61
r73_development_medium_upper_ood_C004_R01,development_C004_R01,development,medium_upper_ood,R21C_004,R21C_004,805247637,1.3,out_of_parameter_domain,2aa82492a5441d005b46077519c012b2de072742b0416c4f0cb5027c87ca987a,55cc94f7673e19b35aa27192f829f5dee006fa9d2dbfac91a46a9988a607dd04,04c1312afc3931fe48c70199b932b2ae44ac5808db3c8087046d8a574f88c227
r73_development_in_domain_C005_R01,development_C005_R01,development,in_domain,R21C_005,R21C_005,325950161,0.966045356604552,in_parameter_domain,ccc81359cc1dbd0a4adaa3834845d2d2e2b5969e29d65d590e925324b07a5262,c5ef422b4f112244dce91126ff30a7683f4ba3f35859af7ab3c9ca46c77bcf33,9f648efd4b78d386a405fce5e18f658a1c63839a96e8a0f05d868591b450b8be
r73_development_medium_lower_ood_C005_R01,development_C005_R01,development,medium_lower_ood,R21C_005,R21C_005,325950161,0.75,out_of_parameter_domain,e8023101024721817cbbaaae29550a1fd71b6b05172066ac70469098f6581ec3,db10edba11d93e1b45120bdfc8eb886d7ec6c73400c5c3e7d12c268ec61016c5,0b425c1ca8f9b2f50894acda0e16d53b32d96c31d4b7111ac4357ff7c63d6b3f
r73_development_medium_upper_ood_C005_R01,development_C005_R01,development,medium_upper_ood,R21C_005,R21C_005,325950161,1.3,out_of_parameter_domain,4d6873d9e900c00c18756c51c9984984b0fc7122c2b9f1ff73b133f751fefd0d,a0eb7168905495b957d5d432bae007bc5abe2c72e7c7b5ff113db8443cc042f8,e1e817836858f265226391cc0c6068941adf30186c3dea0f36ed1e6f9857f609
r73_development_in_domain_C006_R01,development_C006_R01,development,in_domain,R21C_006,R21C_006,1721863426,0.97359638266834,in_parameter_domain,4a6f0c2fdc1bca1dc8d6fec8b0014a97a8296416112fb9290b0c9966eafbbe02,eed8db59390021baea198df059dd4e2e931e295923403a3be2d25ef5cf3fd32d,1ac173ee3e9cf0e2948e063b2a3e3421a22a0472ab0bdd6e052958457aaa1e66
r73_development_medium_lower_ood_C006_R01,development_C006_R01,development,medium_lower_ood,R21C_006,R21C_006,1721863426,0.75,out_of_parameter_domain,e4e6a554663484b38eff188367ceb1c74e4dbf0d3c89d780200a3b18eb8b08a2,2fa53f84f491b7b92eea14f77fc2438a0e79620db0601666fca658520b10b42c,d492a7fdbd0f9726fcb38742dffe04c1cb97df8024608d181c2eba7ac4d82eb9
r73_development_medium_upper_ood_C006_R01,development_C006_R01,development,medium_upper_ood,R21C_006,R21C_006,1721863426,1.3,out_of_parameter_domain,3165ff02e435e01296950deac068e15ffc5fead2d8990d9b3bb1bdc80abbaee7,9872876b7afd2e7a7d130fe29a40ae2210a76781240e5659bd98d0e81e3b2ec0,8811b45de688352f3827b8e1cf941c48740ecb7043c9551799ecb70aae17e040
r73_development_in_domain_C007_R01,development_C007_R01,development,in_domain,R21C_007,R21C_007,456491384,1.04848489205019,in_parameter_domain,e57def7a460625f4ccfcfdb9326492c3527acba7b091c0f3aec633fbe630a3aa,b4da32a587c66692168930cdd040889ad8269043daf210aba8f10c50f31c5a61,7613d199cf7df28e99e059ea1b75233d819448f8380054e60f27403588154dc9
r73_development_medium_lower_ood_C007_R01,development_C007_R01,development,medium_lower_ood,R21C_007,R21C_007,456491384,0.75,out_of_parameter_domain,f23a190823c2e768ac37c0d974b6a41eafdffef67d150912383fa9d4a09e5b79,cb783a8be5a0317b4b9fe4457b414d8abf89536189c7da0158a58f037d6a4585,09cc6a9e893d346ec341d8a0281353cd3ba42a6d352df51670602f0994560e53
r73_development_medium_upper_ood_C007_R01,development_C007_R01,development,medium_upper_ood,R21C_007,R21C_007,456491384,1.3,out_of_parameter_domain,d9f36875a26ea81f9fa71ec96bbfecdbf1c0559baf26a8681c54fa16456681ae,2ad943c6abff1f480317505c5f86eca5d1bf42f2d0092f9fb6cf18b5463d17fb,44243df73e51cad013ee954d76d86b7bc49665f01337cd6c28834ae065dc5370
r73_development_in_domain_C008_R01,development_C008_R01,development,in_domain,R21C_008,R21C_008,1156952047,0.983356691227878,in_parameter_domain,d7aa69fb394022cd9fe455424252226224fef2f525d47242dcba5c97d7f000be,3d49dd2ca5a7a08290d2dbdeb853612e48d898cf8c5776c2e6812190c2b9ae2c,202bd33980deabf156e9b8b35218d163bb01591d563e18a501b211093b1d30fb
r73_development_medium_lower_ood_C008_R01,development_C008_R01,development,medium_lower_ood,R21C_008,R21C_008,1156952047,0.75,out_of_parameter_domain,6317bf41506c80fec2bb50e7d74214063fc5b92bf240d98c63bee894758e70c4,adbe30e04acad4cabfcda4eaeb794e6eeaeb541ebfa95c79092619f4e44dee2e,9a08b7062493b13d83b7faf7c7d96ec06b72bf2724700230a07fd2633438e4ce
r73_development_medium_upper_ood_C008_R01,development_C008_R01,development,medium_upper_ood,R21C_008,R21C_008,1156952047,1.3,out_of_parameter_domain,e2634c82141619165487a8e06843fbaf761f56d1ba9df5b0cfc32112d3a02e9f,72bfc5ac9cdfb6ab1e459a51ad63aaee751aa117890234b150b7d0169fb78d97,e5c3b50aeec2705b527c80e1fffb2cfa05f6e6f5830f2c1feaaaa92b888a02dc
r73_development_in_domain_C009_R01,development_C009_R01,development,in_domain,R21C_009,R21C_009,929606591,1.0239885621725,in_parameter_domain,10be4e4956148289e324d2ae86eb1badcf2c9c197f0ee7d8378bc05399c0906c,e2e53ee0d6803197824052b977fd3a9d7e05863f996f929d79b9451510f17e5f,4769bbfed7af94f253a5690b899b47e5a48da79cdf96ee7f8f086316742ad2b0
r73_development_medium_lower_ood_C009_R01,development_C009_R01,development,medium_lower_ood,R21C_009,R21C_009,929606591,0.75,out_of_parameter_domain,71ec7e810d4bfb20811b9aaaab38ae102dfdb12f2e99220bd49b69922d03d701,316ce8d90c454d1d6001ba74aa4308d811eb843ee13a1545e1757eb538f5462a,ec390f32e14599a1445b352a38076052fc5a11d109ee135dabf9c44221fb6f10
r73_development_medium_upper_ood_C009_R01,development_C009_R01,development,medium_upper_ood,R21C_009,R21C_009,929606591,1.3,out_of_parameter_domain,6d5ac227e0f094b6d96177b6bc62d7457db471827f0789a914413a6166a6781d,cdeed582e8096bafdda489bc479e3c18013b97c3e1252b975fb0e61e23d55c79,0d7f3baba7d3f890f8b313b8af25332985dfe81ab864fa1a90e8a95b17d255d1
r73_development_in_domain_C010_R01,development_C010_R01,development,in_domain,R21C_010,R21C_010,1293906710,1.00511342511972,in_parameter_domain,15c87d170d2169739e692db558a248bd40e1bb0feee53995047f3087ebe00d4c,bd8a2fd55aca39b9c0bab405b39d2669cc82e387f6bb6942c8883cfa08ff9dc7,d3ba76226d8999131634c253b6fdc78c364170d258bccf42e69d2165e198b392
r73_development_medium_lower_ood_C010_R01,development_C010_R01,development,medium_lower_ood,R21C_010,R21C_010,1293906710,0.75,out_of_parameter_domain,f37de296a45247be9f3e8d95e17bb298cced193ed7e3396fa2f9b7659bea3d5e,7aee8d4f5f27428ff47cfa593d6381a87b08e1f1fecf170491cced26481906ba,2aae6f5995bb4e14626d2e5f816bc3e850a7e8237ac22763b1a7a465e25ed6b8
r73_development_medium_upper_ood_C010_R01,development_C010_R01,development,medium_upper_ood,R21C_010,R21C_010,1293906710,1.3,out_of_parameter_domain,429638fd453a869483d55e4b4257345804d9a3e0553137644f9e4686fd74b8f0,bc0c2ac0c64c236854625656f5ceb11da8904fc549ab5e345b1b16d8229f047f,af78aae0f36606e78929d2770b83978d5774b4704da2b07074bfed3f00843299
r73_development_in_domain_C011_R01,development_C011_R01,development,in_domain,R21C_011,R21C_011,565291747,0.987675896644406,in_parameter_domain,1bc6c4d80ec71aeda163e4a07338b5044b160abbe72679adffa1cb5ac1997164,de6c649cc892f9bb4b47b778481abec915ab15d991870ffcd715b88ef13c468d,c1abdaab81694aad61074a331ba5c7eca24201a1cdec6de58c63cc4ade633f90
r73_development_medium_lower_ood_C011_R01,development_C011_R01,development,medium_lower_ood,R21C_011,R21C_011,565291747,0.75,out_of_parameter_domain,a6de01ed5ae363d869aa678bfd2f003dc809761d95a4b9409633ee56fdb69cda,e975faedc66b933650c37ff56bfef3f90630dbc9cb6c340fbac3e1463a11cdd2,6ea7c685692b3546797b4ca990ae84f626ee110b89166ecaa4821ba46aa41a45
r73_development_medium_upper_ood_C011_R01,development_C011_R01,development,medium_upper_ood,R21C_011,R21C_011,565291747,1.3,out_of_parameter_domain,ea00d406ea81a9fd92ddc37a7c876c8c576abfc172bc047a1bce8b810e16387b,8c3067b25e51e341f655977540d9c2595b215166f691bcb257717b9a703a2f9e,1d9f7c0dcf5de5db41b4d743cf25f25540616b50d8416ace4d5fb1476d7aac21
r73_development_in_domain_C012_R01,development_C012_R01,development,in_domain,R21C_012,R21C_012,779208681,1.04681351986187,in_parameter_domain,4949e361cd9efce199644caea61b598589fc950581362c5e4e9f243d7e575f6f,871fccead73bf8a358bf1512d33d3f55c9b00e473bf52fe04e57a6548d1f9771,c2eb4c2d97cea0d918757c5a7965d609a59a04d53ba511bb9621914a19d7059c
r73_development_medium_lower_ood_C012_R01,development_C012_R01,development,medium_lower_ood,R21C_012,R21C_012,779208681,0.75,out_of_parameter_domain,2f7ef20e840fe8fa5ed7a85649094bdcddabfd52bf24ee555c5f9e999f5d79aa,b0ae0c64463f23f33b62c93419e5bc52b89c1367565c2b615a55f963a191fe86,21d225f71a4e80852204ee0f9943a08ed445b125dfa271eab3b409115fe50df4
r73_development_medium_upper_ood_C012_R01,development_C012_R01,development,medium_upper_ood,R21C_012,R21C_012,779208681,1.3,out_of_parameter_domain,601fd82739ea1551acf1561812abf9fffed43544058aae91d95142ccb287530f,c7d5346a82755bc694cf3c090f55910f194520b7ab60473a0e67e6fb50b185ba,47874b87a9b457eccd1134aa33dd12972e8a75871edffe68af8aaf125ca3b691
r73_development_in_domain_C013_R01,development_C013_R01,development,in_domain,R21C_013,R21C_013,798356732,0.99046283148755,in_parameter_domain,981b543004b25db29ae3bcef2b25c43b701f0900ee4ba71ae24e017b63fb5f77,8be59c6d957acd806aa642c25b3db6b625da23676942b4a9bfafc4f399fbd17e,04b3737eba8dcc149e9f5b70dc891f12368b4449316e45b8822f827d624a8f55
r73_development_medium_lower_ood_C013_R01,development_C013_R01,development,medium_lower_ood,R21C_013,R21C_013,798356732,0.75,out_of_parameter_domain,e28b31cfe9c89f618ed22af2dafb59a286ce02a28ebfe9212fe8ac3201a88c0e,bb09df0a4726116c2186b5079aacd3d066c993def75632a80f301ab81f253038,236f0351ba0af3c73447c82cf4feef3adb814bb76eba2d69479b9fcc976b7e6f
r73_development_medium_upper_ood_C013_R01,development_C013_R01,development,medium_upper_ood,R21C_013,R21C_013,798356732,1.3,out_of_parameter_domain,93106052b3a2832ef44d88e787fe28f3e3b1fdeb5d33bf93b3ed6cad00a14433,f2a3dea0436dff0843ddcc6f76b176409cbf98627fad7798976b32ec05b9c015,230e99931da1a4ed661512e7a19f34ca8d878430109194aab6e7efabe61cddb6
r73_development_in_domain_C014_R01,development_C014_R01,development,in_domain,R21C_014,R21C_014,235904469,1.03678725851404,in_parameter_domain,50ca17b1676879ceba2b90110dc44c00d7b6e1dbd89256742efcda7235c809cd,92ba7a4e42991df7f130eb56a3150039c49361521ae7955e9dfee9a6914ef9f9,c6bf1f90558ff633ffe627ad5befa100ce80e42de9671c325e6c99a4e479f8b5
r73_development_medium_lower_ood_C014_R01,development_C014_R01,development,medium_lower_ood,R21C_014,R21C_014,235904469,0.75,out_of_parameter_domain,7351a70139a517257206c54a15954e5ad17c5b0e17769ad9dfd2e0048c90feab,c9e4f5e4a1a28596ed943a62da5fbc4467c16296fd2efdd69af19984ec942996,02a6066c57ccb68bb1f109dfe970a5b62de25c82a129f8d5665f5336c1f60b0c
r73_development_medium_upper_ood_C014_R01,development_C014_R01,development,medium_upper_ood,R21C_014,R21C_014,235904469,1.3,out_of_parameter_domain,b97f7759fd874bcaa9dac51ae45366c12de4cc6471216d93424ad02e860d3a0f,32948ef5ab2f79422c50b5d1012e929513f0fcf14df47d891efd5a1bc2ebc1d3,6bfdeb6e6d06fff624d56222c2b77162cfc59612246dc96615dc1d63ce4647b8
r73_development_in_domain_C015_R01,development_C015_R01,development,in_domain,R21C_015,R21C_015,907357816,0.98910980973597,in_parameter_domain,cddb87fd31e5b20c80c62d48bb03701c8301adbd4273c046473cf2e625255113,006ee88a00567deed9de6e89abbb99807bb0ba4e982f0e7cad7ffb078361a5a9,536776135658f90d0b7fbaa687e83d7b3f39efd59e0ac954ca2aad90f19a86df
r73_development_medium_lower_ood_C015_R01,development_C015_R01,development,medium_lower_ood,R21C_015,R21C_015,907357816,0.75,out_of_parameter_domain,92b3c5b50718c8ed0f4d24eb8f15fda1b4381472188ec50dc8aa63e63f2c1898,dbe9a670f716bf716699df194c9112c867cfc528228a2a0f9309cec680f4caf7,375b182c38c0deb20c28fed35d196902e4476ffde3299bb074bdbb838abbf569
r73_development_medium_upper_ood_C015_R01,development_C015_R01,development,medium_upper_ood,R21C_015,R21C_015,907357816,1.3,out_of_parameter_domain,7f1d6de9d072f716101a60b0f7dbdb3838a5933e12c2c4107d3a434a5572daf0,75cb51c79e628d9fe931d0665ddeaaf3c3f5df127c2dab90bda23b32e316170a,736d0e5428bdb9a8d62575967caa8066c0fbeb31ba965c02afefe59f6cf9398a
r73_development_in_domain_C016_R01,development_C016_R01,development,in_domain,R21C_016,R21C_016,1386876247,1.02572233517093,in_parameter_domain,58a4d424f8e5a031a1d6c41d5be0ae16ce88d6e83c87482fa65ed824ecb720be,8c628a3b03fa1e917ab42bf8fab0b0186d1ea8093c5d5087c3f1631642e8f99d,225db50bd3f574e93f0aae89761150d3b40c6566db6e12261289804dd4a2a146
r73_development_medium_lower_ood_C016_R01,development_C016_R01,development,medium_lower_ood,R21C_016,R21C_016,1386876247,0.75,out_of_parameter_domain,85d5ad8e2a987d481cd0381796aa3ecbddb688a75805309967b3dc8f0b7047fc,bd2cee4d58f61892a21b8de5245f528bc68eca2dfbe36b3d8f5b7127220060ed,7702714605e4856d6efe6ef9d09fc92eb3e70411ddfe241600cc3c4d98d030d7
r73_development_medium_upper_ood_C016_R01,development_C016_R01,development,medium_upper_ood,R21C_016,R21C_016,1386876247,1.3,out_of_parameter_domain,e8697b61fd3109ed878655fdbe95fe6c34d467264e80843bef3d628b831441c4,1ecc6f6b11ded90e857b8f455821b46c36664d1ff72fe1ae17109f8c5b01b0cf,81507fb2650ef77bffabbb5d901513b13a818597bb7eb0b5ea2be23f04d17289
r73_development_in_domain_C017_R01,development_C017_R01,development,in_domain,R21C_017,R21C_017,131311909,1.00091781175854,in_parameter_domain,d5199d96a9627935ce0750501ff741e3771a619acc6ccf0103c94d2dc35084b8,2baaf375cccfd9e0e3189f1f916d5a4c6e575a1243a0e033c35d80b088b1ab10,bc1f116a9f76317b06fdc0a9d90467db78d5f21299eccc6368bcf5112b061940
r73_development_medium_lower_ood_C017_R01,development_C017_R01,development,medium_lower_ood,R21C_017,R21C_017,131311909,0.75,out_of_parameter_domain,04208afd2fefa4bf4e612d1690b10e584cd28c84c18d259974026d4d5d2549bd,46e99cba218c39235450125b09c221ee4000a63ab54e1b2d2351ec2ada396145,8e4d718c449d0905839b75630c9b746a635b3b18272de3d7f486606da08a6c2c
r73_development_medium_upper_ood_C017_R01,development_C017_R01,development,medium_upper_ood,R21C_017,R21C_017,131311909,1.3,out_of_parameter_domain,3b3d2e235a3e8ae75be492035c2e4cfdbae69d790030fcf670128ad5671db726,1729913cf3a80a0c7a8379cbc1778a4c02133e8c220b50ac1a23a7f70ddf04b3,80539e6166cf6601e519cef2fcdffc76ad29ee829ae2268911326168a38151ca
r73_development_in_domain_C018_R01,development_C018_R01,development,in_domain,R21C_018,R21C_018,354646229,0.974588041512262,in_parameter_domain,7d475ce69919d46aa3bb0264361d0297283cd9cedeaf114291833823abbce479,a4ac7cb430233244440e372e5d8f576e19d02467b2b8ffed397212e1e1c085ad,d6ed492f6786672a1d8f44de11adea10a714aa0d22cab67ca3b33b0e3769c939
r73_development_medium_lower_ood_C018_R01,development_C018_R01,development,medium_lower_ood,R21C_018,R21C_018,354646229,0.75,out_of_parameter_domain,58494d91b510496ea2be949aae08eb5fde4bb15375f92d02af4af1c0e964ce70,e53cc9ebca0ad526ab82bec5edc3d2853956a8601215a344be95956198e97535,6b62b310d763803c66bcb764516029c15434541a1bc2d5a0fca06c9583203656
r73_development_medium_upper_ood_C018_R01,development_C018_R01,development,medium_upper_ood,R21C_018,R21C_018,354646229,1.3,out_of_parameter_domain,f35f4c1f2d615a7ccd62540c688bb2f02ee2e43768416667fcbcbab79e789841,8d5df287d93472dd700e5dfc30e32e22e2839f1b0e5a4b44e8cb88abade4e26d,41e0491eb8952e3b24a31e4f8889ca89867a70342ac215b484771bdeff85e345
r73_development_in_domain_C019_R01,development_C019_R01,development,in_domain,R21C_019,R21C_019,1026320531,1.03720888367994,in_parameter_domain,f619fea7f18e6fbdec480a79d721954fbfe01e84461b019d07845982de87a98f,3a8640060ce7cd4612084ef145e2474a5cf33433fd2840f7abc20fa91f2dc208,6d78e91d6130315a92399c24e4020711eaa8257ee8a2bc90c5296c0a9ba95156
r73_development_medium_lower_ood_C019_R01,development_C019_R01,development,medium_lower_ood,R21C_019,R21C_019,1026320531,0.75,out_of_parameter_domain,a1cae723d182763f8c066518f2adbd9e7279d0f2d915b193a0088169702970a1,49542934fb144a6ffbe57ead6027c0a7f4b2c4000f36e2ab0b655d3949787baf,df3bab910c9db9997e4c2058e09a37074be48c96d6f3b4bf7c48151a8cc5a6e9
r73_development_medium_upper_ood_C019_R01,development_C019_R01,development,medium_upper_ood,R21C_019,R21C_019,1026320531,1.3,out_of_parameter_domain,6adafb7e33a201ffa65069a3cc5f762b67368fc61e42df6fa77c55d3c518659a,8d9bf1e57ef6a2a7dccca666c1cd02a26066779f8b868b1cc4475b1c4443566d,f68e25760cefed276496a270511f988928993ba81f56bd38b71e6006611c0163
r73_development_in_domain_C020_R01,development_C020_R01,development,in_domain,R21C_020,R21C_020,1788566867,0.952423952509938,in_parameter_domain,b198ff581ee9971b6fd6cbc60fc14cad9f224101e0f8cea59bb9bff74b8a1164,df23b1a1dc84569a45e3b8f2147fb2a61fc755ffb60d6b947224e94e7d745ec7,9d454a872fe1c94bdefd7e45bf9798cc85c5894e32499cb740f402a69e860f14
r73_development_medium_lower_ood_C020_R01,development_C020_R01,development,medium_lower_ood,R21C_020,R21C_020,1788566867,0.75,out_of_parameter_domain,7d3ac158a7ab2ad78dc169d47ffd72505ec4d34ef2a1d78e0771f509a71eff64,f2ddd66545800a81d06ba5f517bfc3bdf271b2ae257f0ed4f3a10dbcb12b3e1b,648ae04ef19123532f5dd404bd0cb3d38ef8c3d168cfc25f760af6e6a7bcb2e7
r73_development_medium_upper_ood_C020_R01,development_C020_R01,development,medium_upper_ood,R21C_020,R21C_020,1788566867,1.3,out_of_parameter_domain,afc0249279f39ffbe576fd2310948e1ea1fb9f9beec06a14cd4e0a42b1239e4a,82692d97a383cd06ce9dae2c911cb8bb418e928e5870791aad074d6c2eba956f,30831e53d0123bd1066131ef99ac23827a0b26051b47cdbfb5086abc66acc492
r73_development_in_domain_C021_R01,development_C021_R01,development,in_domain,R21C_021,R21C_021,1989715408,0.977505978166936,in_parameter_domain,e713fd7c9e4408740ac81f16719de05f90097537ad0445e60dc74b36f273d6d9,fb36d23434d299d2a7d0d4e9d34cb0092dad6df3dda3b57642ce5a58f101948b,9b6f9e7481f012431e3600b450c000c0413f537772ce20697868567aaa467686
r73_development_medium_lower_ood_C021_R01,development_C021_R01,development,medium_lower_ood,R21C_021,R21C_021,1989715408,0.75,out_of_parameter_domain,9820c974c3106f70f5a80be96cbfb951206dcc013e2087d6d7c208cdc92e92bb,a26a47904f9d7754e40899985884dae7cfab6dc0f7bd0985f39ea0500709ad91,58110b9327345bbd7acf53c0a66c289aa32656e5334b6d99828e5585f19bd6d1
r73_development_medium_upper_ood_C021_R01,development_C021_R01,development,medium_upper_ood,R21C_021,R21C_021,1989715408,1.3,out_of_parameter_domain,e10a5660a4c5c9e3840c8a6d725e2cb81cef4dda16eff771f00cb16c5f155559,4f56bcf0cbeb883d49ca0032f9ed01a2ebdfa6329683f0204e909cc3354716a6,d243b784c90b9b4bd3941ae556d2034bf1cd995665f7451c43553c727714ed9b
r73_development_in_domain_C022_R01,development_C022_R01,development,in_domain,R21C_022,R21C_022,1683018110,0.993085662280674,in_parameter_domain,70c14e9645b0293a243c67a3a4fad2fc94e1de38c7b57a816b1a4a9ffe8b78ad,ec255272c563a4d664de6cce1c05ea53e785b7b843ee162f473e54e8743dae39,cc7e0ce9aabc242d52fa76dc5c7e5bc388a2fac923050496f0344b2582a4b917
r73_development_medium_lower_ood_C022_R01,development_C022_R01,development,medium_lower_ood,R21C_022,R21C_022,1683018110,0.75,out_of_parameter_domain,856ab23023b1bc638c94e790dbe8b0083191b2f5e470d8397d12587483fb35c6,850f5e7b08550a3820a5b372cf441bdea3c44c96a84cd00f3682d8a8794e247a,d0260b14326b0801ff7b3ba82e1ea4217c473de23645848995856793e6e02477
r73_development_medium_upper_ood_C022_R01,development_C022_R01,development,medium_upper_ood,R21C_022,R21C_022,1683018110,1.3,out_of_parameter_domain,97d1694a654d56d0ddf1f5614819199a00e6504d2ea78bd7eda9ebaf0b39dd32,6ad698cdea23b62282ecef645cc6a24afea7543c16d0cfa5e3d8cc60d4023e9e,54836a5d9353e1c8fef8cdbd09b99925ffeacfc0c2827550b83019360a30cbc0
r73_development_in_domain_C023_R01,development_C023_R01,development,in_domain,R21C_023,R21C_023,1919176855,0.978965690161323,in_parameter_domain,776d7ff89818dfad79efcf1556b2c95f5cead43a2a1a0bdbbdf734535e5ef261,2007aa89a1a35afbf91619bf313f8921dbc9a08b44c8a2e834dc9cfba2a262d4,0f305d7cffd5a08a87482ca552cbac1830c03e27d297d656713635b5c400620b
r73_development_medium_lower_ood_C023_R01,development_C023_R01,development,medium_lower_ood,R21C_023,R21C_023,1919176855,0.75,out_of_parameter_domain,ae6544d8e390b58bdccbf4093d4e18c4830b358b65e0dded4127cc076fb1d3a8,5c3314fa3620df1280e384a7cab08517144c5146569ab35e524913a7846c51a2,2591936c1f355389455b533260d67663d0a7fa930d3d99455c89475b27b06a45
r73_development_medium_upper_ood_C023_R01,development_C023_R01,development,medium_upper_ood,R21C_023,R21C_023,1919176855,1.3,out_of_parameter_domain,c4aa8986d725666f19a72c9a8f873c2d80b644da0ddac3adbb004cd6aee13e92,86d3fe4c99e9f46630dac0f3a2f8cb4a1c1be3c0a5d30fa2df3a4e9ab4eebbab,801c30e612b81af2ee701f0d9f76444717599ac367c18029581c4fdab7955c24
r73_development_in_domain_C024_R01,development_C024_R01,development,in_domain,R21C_024,R21C_024,498197025,1.02706053878812,in_parameter_domain,8e6a6d35ab80e1c5211c64ca9070d9a0a4f26c29b036f88ab77819f6b7de537a,af9a845c85bfe6b91990ef8ca13bfb67c8edc312ba52334ad99ccb10a535806a,6a47de4111e416849cb49fbd89e49b576a52a5962d5661362fe5a5d2e5bff3e2
