frequency_hz,X_real,X_imag,H_true_real,H_true_imag,H_true_mag_db,H_true_phase_unwrapped_deg,Y_real,Y_imag,H_hat_real,H_hat_imag,H_hat_mag_db,H_hat_phase_unwrapped_deg
2500000,0.70710678118654735,-0.70710678118654768,-0.055634641084406286,0.42381013468937007,-7.3823710347245992,97.47860097265027,0.26033938819477431,0.33901865215410093,-0.055634641084406272,0.42381013468937001,-7.3823710347245992,97.47860097265027
2515625,0.70710678118654757,0.70710678118654746,-0.044015490095542842,0.42609816376565801,-7.3637101145701749,95.897675458011292,-0.33242055257364045,0.27017324952602523,-0.044015490095542814,0.42609816376565801,-7.3637101145701749,95.897675458011292
2531250,-0.70710678118654746,0.70710678118654757,-0.032464731053097565,0.42845896570841618,-7.3369527443859797,94.333074326378835,-0.28001020863555276,-0.32592227158963827,-0.032464731053097579,0.42845896570841618,-7.3369527443859797,94.333074326378835
2546875,-0.70710678118654768,-0.70710678118654746,-0.020930217328084089,0.43091576940261922,-7.3019184915750399,92.780755493796377,0.31950336126920709,-0.28990356406041423,-0.020930217328084151,0.43091576940261922,-7.3019184915750399,92.780755493796406
2562500,0.70710678118654735,-0.70710678118654768,-0.0093578902587026919,0.43348745625778085,-7.2584458823725981,91.236677888981447,0.29990489221965561,0.31313894753871185,-0.009357890258702652,0.43348745625778085,-7.2584458823725981,91.236677888981447
2578125,0.70710678118654757,0.70710678118654746,0.0023083998385290683,0.43618868785171844,-7.2063903996778773,89.696781835219909,-0.30679969387729844,0.31006426423632621,0.0023083998385291021,0.43618868785171838,-7.20639039967788,89.696781835219909
2593750,-0.70710678118654746,0.70710678118654757,0.014127142517020606,0.43902992321967238,-7.1456230802814407,88.15696742797661,-0.32043043412501371,-0.30045163757986554,0.0141271425170206,0.43902992321967238,-7.1456230802814407,88.15696742797661
2609375,-0.70710678118654768,-0.70710678118654746,0.026159474041727544,0.44201731512882025,-7.0760297209610528,86.613071055065589,0.29405589944228089,-0.33105098241663899,0.02615947404172753,0.44201731512882025,-7.0760297209610528,86.613071055065589
2625000,0.70710678118654735,-0.70710678118654768,0.038469530779025693,0.44515247238007155,-6.9975107165397885,85.060840155788142,0.3419723979648196,0.28756826579899214,0.038469530779025658,0.44515247238007161,-6.9975107165397876,85.060840155788142
2640625,0.70710678118654757,0.70710678118654746,0.051124837029708922,0.44843207212140962,-6.9099815690676936,83.495906286296545,-0.28093864014781939,0.35324007804934798,0.051124837029708901,0.44843207212140962,-6.9099815690676936,83.495906286296545
2656250,-0.70710678118654746,0.70710678118654757,0.064196713228211036,0.45184730241383891,-6.8133741259057707,81.913756552702495,-0.36489822285123036,-0.27411036034411795,0.064196713228211064,0.45184730241383891,-6.8133741259057707,81.913756552702495
2671875,-0.70710678118654768,-0.70710678118654746,0.077760686832324136,0.45538311094873735,-6.7076386258422556,80.309703494923752,0.26701937682081822,-0.37698959475853805,0.077760686832324122,0.4553831109487374,-6.7076386258422547,80.309703494923752
2687500,0.70710678118654735,-0.70710678118654768,0.091896882576000719,0.45901723100900199,-6.5927466566598607,78.678853558930285,0.38955510556733131,0.25959328788854324,0.091896882576000677,0.45901723100900194,-6.5927466566598616,78.678853558930285
2703125,0.70710678118654757,0.70710678118654746,0.10669036049111871,0.4627189507296367,-6.4686951549462215,77.016074391595879,-0.25175023045394274,0.40263318523495745,0.10669036049111869,0.4627189507296367,-6.4686951549462215,77.016074391595879
2718750,-0.70710678118654746,0.70710678118654757,0.12223135850028391,0.46644758685244991,-6.3355116093662289,75.315961342825091,-0.41625887420066315,-0.24339762926227371,0.12223135850028391,0.46644758685244991,-6.3355116093662289,75.315961342825091
2734375,-0.70710678118654768,-0.70710678118654746,0.13861538054508327,0.47015062016752146,-6.1932606617158195,73.57280378016118,0.23443081613933295,-0.4304625672596975,0.13861538054508327,0.47015062016752146,-6.1932606617158195,73.57280378016118
2750000,0.70710678118654735,-0.70710678118654768,0.15594305007854009,0.47376144780073209,-6.0420523348608253,71.780552132683397,0.44526832059410337,0.22473154421520505,0.15594305007854009,0.47376144780073209,-6.0420523348608253,71.780552132683397
2765625,0.70710678118654757,0.70710678118654746,0.17431962113639021,0.4771967091840566,-5.8820521511510373,69.932787010162599,-0.21416644282453989,0.4606916152233626,0.17431962113639021,0.4771967091840566,-5.8820521511510373,69.932787010162599
2781250,-0.70710678118654746,0.70710678118654757,0.1938540039463636,0.4803531505830464,-5.7134934355666473,68.022692322328083,-0.47673645089223238,-0.20258548939095741,0.19385400394636365,0.48035315058304645,-5.7134934355666456,68.022692322328069
2796875,-0.70710678118654768,-0.70710678118654746,0.21465711826920048,0.48310401135755249,-5.5366921188723941,66.043035088864229,0.18982061849123374,-0.4933916264074627,0.2146571182692005,0.48310401135755243,-5.536692118872395,66.043035088864229
2812500,0.70710678118654735,-0.70710678118654768,0.23683933532747414,0.48529494925338179,-5.3520643582535516,63.986155622930426,0.51062604955441937,0.175684649430876,0.23683933532747412,0.48529494925338179,-5.3520643582535516,63.98615562293044
2828125,0.70710678118654757,0.70710678118654746,0.26050670988742985,0.48673957955591463,-5.1601472624686693,61.84397302583838,-0.15997079626987792,0.52838291848187458,0.26050670988742985,0.48673957955591463,-5.1601472624686693,61.84397302583838
2843750,-0.70710678118654746,0.70710678118654757,0.28575564251789987,0.48721479371649679,-4.961622925478947,59.608012469882105,-0.5465726371180657,-0.14245313194461384,0.28575564251789981,0.48721479371649679,-4.961622925478947,59.608012469882105
2859375,-0.70710678118654768,-0.70710678118654746,0.31266555814099628,0.48645615888191918,-4.7573458091104257,57.269462558556732,0.12288851229039033,-0.56506438510034085,0.31266555814099622,0.48645615888191918,-4.7573458091104266,57.269462558556739
2875000,0.70710678118654735,-0.70710678118654768,0.34128915865146969,0.48415389302894102,-4.548373235219815,54.819273062572037,0.58367637932653627,0.10102062247072471,0.34128915865146975,0.48415389302894102,-4.5483732352198123,54.819273062572037
2890625,0.70710678118654757,0.70710678118654746,0.37163983409944068,0.47995017087696534,-4.3359983066782153,52.248305350085623,-0.076586973607986331,0.60216506730950248,0.37163983409944068,0.47995017087696529,-4.3359983066782153,52.248305350085623
2906250,-0.70710678118654746,0.70710678118654757,0.40367594304465532,0.47343884404695491,-4.1217839258658255,49.547549502225102,-0.62021381383147245,-0.049329820373971822,0.40367594304465526,0.47343884404695497,-4.1217839258658255,49.547549502225102
2921875,-0.70710678118654768,-0.70710678118654746,0.43728195860414959,0.46416903558760075,-3.9075956770445899,46.708422826377074,0.019012034461282967,-0.63742211090034173,0.43728195860414953,0.46416903558760075,-3.9075956770445899,46.708422826377074
2937500,0.70710678118654735,-0.70710678118654768,0.4722469942706547,0.45165443828590507,-3.695630168665625,43.72316333364202,0.65329696810870908,-0.014561135978780226,0.47224699427065464,0.45165443828590512,-3.695630168665625,43.72316333364202
2953125,0.70710678118654757,0.70710678118654746,0.5082420396781524,0.43539039645575428,-3.4884340357578729,40.585327484854574,0.051513890943140739,0.66724889453786718,0.5082420396781524,0.43539039645575434,-3.4884340357578711,40.585327484854574
2968750,-0.70710678118654746,0.70710678118654757,0.54479837772977135,0.41488079811681505,-3.2889073281324723,37.290392650610194,-0.67859565300463842,0.09186560153966461,0.54479837772977135,0.41488079811681505,-3.2889073281324723,37.290392650610194
2984375,-0.70710678118654768,-0.70710678118654746,0.58129104806613152,0.38967619440029633,-3.1002837611132223,33.836449881919073,-0.13549216240318018,-0.68657752145801387,0.58129104806613152,0.38967619440029627,-3.1002837611132223,33.836449881919073
3000000,0.70710678118654735,-0.70710678118654768,0.61693261898771212,0.35942311698509477,-2.9260797789393127,30.224951088837461,0.69038776175675409,-0.18208671508602176,0.61693261898771212,0.35942311698509471,-2.9260797789393145,30.224951088837454
3015625,0.70710678118654757,0.70710678118654746,0.65078344236425867,0.32392209635732472,-2.7700052466858214,26.461447634837612,0.23112587426926548,0.6892208960901185,0.65078344236425856,0.32392209635732466,-2.7700052466858245,26.461447634837612
3031250,-0.70710678118654746,0.70710678118654757,0.68178427951476828,0.28318849646745137,-2.635831554279167,22.556228587309466,-0.68233879355743476,0.28184978114511972,0.68178427951476828,0.28318849646745142,-2.635831554279167,22.556228587309469
3046875,-0.70710678118654768,-0.70710678118654746,0.70881493739375367,0.23750659051636919,-2.5272184484735694,18.524743895216385,-0.3332653281068203,-0.66915036956806251,0.70881493739375367,0.23750659051636913,-2.5272184484735694,18.524743895216378
3062500,0.70710678118654735,-0.70710678118654768,0.73077792362329763,0.18746454457972944,-2.4475088056233933,14.387691004101569,0.64929547603983306,-0.38418057463108424,0.73077792362329763,0.18746454457972944,-2.4475088056233933,14.387691004101569
3078125,0.70710678118654757,0.70710678118654746,0.74669956028465934,0.13395778976108919,-2.3995095714037316,10.170663370449613,0.43327386105346788,0.62271878411912385,0.74669956028465934,0.13395778976108919,-2.3995095714037316,10.170663370449613
3093750,-0.70710678118654746,0.70710678118654757,0.75583414993982834,0.078152013629145964,-2.3852848598848193,5.9033115701139138,-0.58971727167537491,0.47919363407426985,0.75583414993982834,0.078152013629145922,-2.3852848598848193,5.9033115701139103
3109375,-0.70710678118654768,-0.70710678118654746,0.75775229453107973,0.021404808638381546,-2.4059907865136401,1.6180474325010341,-0.52067630058439263,-0.55094727126079246,0.75775229453107962,0.021404808638381612,-2.4059907865136418,1.6180474325010392
3125000,0.70710678118654735,-0.70710678118654768,0.75239487287698437,-0.034844925149276819,-2.4617786650399216,-2.651588562729728,0.50738443387831456,-0.55666259960429743,0.75239487287698437,-0.034844925149276847,-2.4617786650399216,-2.6515885627297306
3140625,0.70710678118654757,0.70710678118654746,0.74008044838180209,-0.089201836478652416,-2.5517833079333858,-6.8727026464617529,0.5863911271427017,0.46024068020600423,0.74008044838180209,-0.089201836478652444,-2.5517833079333858,-6.8727026464617555
3156250,-0.70710678118654746,0.70710678118654757,0.72146442343163597,-0.14043109098869089,-2.6741985075340429,-11.01473891380574,-0.41085260946582403,0.609452162920881,0.72146442343163597,-0.14043109098869094,-2.6741985075340429,-11.014738913805743
3171875,-0.70710678118654768,-0.70710678118654746,0.69745940267360806,-0.18754765544771185,-2.8264265013177221,-15.050878862482893,-0.6257944921955424,-0.3605620542701119,0.69745940267360806,-0.18754765544771179,-2.8264265013177221,-15.050878862482886
3187500,0.70710678118654735,-0.70710678118654768,0.66913399259476092,-0.22986594135000957,-3.0052767636956625,-18.959006969149215,0.31060941779376339,-0.63568894957860556,0.66913399259476092,-0.22986594135000954,-3.0052767636956625,-18.959006969149215
3203125,0.70710678118654757,0.70710678118654746,0.63760935967663346,-0.26700794536044248,-3.2071846308868168,-22.722188223142567,0.63966103077041603,0.26205477318030385,0.63760935967663346,-0.26700794536044248,-3.2071846308868168,-22.722188223142567
3218750,-0.70710678118654746,0.70710678118654757,0.60396958129125333,-0.29887672871401305,-3.4284222990829489,-26.328688099173693,-0.21573322494891423,0.63840874817397575,0.60396958129125333,-0.298876728714013,-3.4284222990829489,-26.328688099173693
3234375,-0.70710678118654768,-0.70710678118654746,0.56919539034787425,-0.32560704857628942,-3.6652816857583792,-29.771625906092947,-0.63272087238553776,-0.17224296828467389,0.56919539034787425,-0.32560704857628942,-3.6652816857583792,-29.771625906092947
3250000,0.70710678118654735,-0.70710678118654768,0.53412407279997676,-0.34750580317378521,-3.914217596795615,-33.048380696893368,0.1319590439459794,-0.62340646379770193,0.53412407279997676,-0.34750580317378521,-3.914217596795615,-33.048380696893368
3265625,0.70710678118654757,0.70710678118654746,0.49943301490647385,-0.36499278301465116,-4.1719480023928703,-36.159868277818795,0.61124134354261961,0.095063599634999718,0.49943301490647374,-0.36499278301465116,-4.171948002392873,-36.159868277818795
3281250,-0.70710678118654746,0.70710678118654757,0.46564148522262983,-0.37854867265520858,-4.4355144362330634,-39.109788068240533,-0.061583918359032486,0.59693258524636161,0.46564148522262971,-0.37854867265520853,-4.435514436233067,-39.109788068240533
3296875,-0.70710678118654768,-0.70710678118654746,0.43312445124225857,-0.38867370618392494,-4.7023091494885225,-41.903910450234555,-0.58109904988266425,-0.031431423259542013,0.43312445124225846,-0.38867370618392483,-4.7023091494885243,-41.903910450234555
3312500,0.70710678118654735,-0.70710678118654768,0.40213286437844931,-0.39585763309871747,-4.9700770051133674,-44.54944719530387,0.0044372585914121965,-0.56426449208853113,0.40213286437844931,-0.39585763309871747,-4.9700770051133674,-44.54944719530387
3328125,0.70710678118654757,0.70710678118654746,0.37281614988452771,-0.40055992770709142,-5.2368998676067822,-47.054524383829161,0.54685946887248749,-0.019617813434067821,0.37281614988452777,-0.40055992770709142,-5.2368998676067822,-47.054524383829147
3343750,-0.70710678118654746,0.70710678118654757,0.34524405433209432,-0.40319835077004579,-5.5011701280775043,-49.427760645830183,0.040979876010170918,0.52922869997529232,0.34524405433209432,-0.40319835077004579,-5.5011701280775043,-49.427760645830183
3359375,-0.70710678118654768,-0.70710678118654746,0.31942622118988817,-0.40414378222003183,-5.7615585520993227,-51.677943234267225,-0.51164125607432775,0.059904361889999869,0.31942622118988812,-0.40414378222003183,-5.7615585520993227,-51.677943234267232
3375000,0.70710678118654735,-0.70710678118654768,0.29532876963082816,-0.40371942245217962,-6.0169802011681242,-53.813789116970177,-0.076643765627214505,-0.494301716998091,0.29532876963082816,-0.40371942245217962,-6.0169802011681242,-53.813789116970177
3390625,0.70710678118654757,0.70710678118654746,0.27288774714503555,-0.40220280283431997,-6.2665609409913987,-55.843776439805161,0.47736110580535818,-0.09143955278740909,0.27288774714503555,-0.40220280283431997,-6.2665609409913987,-55.843776439805161
3406250,-0.70710678118654746,0.70710678118654757,0.25201967165480138,-0.39982942332193766,-6.5096060763749204,-57.77603204550428,0.1045172777293317,0.46092691536836605,0.25201967165480138,-0.39982942332193766,-6.5096060763749204,-57.77603204550428
3421875,-0.70710678118654768,-0.70710678118654746,0.23262954540434988,-0.39679717687894023,-6.7455719385301558,-59.618262224627429,-0.44507190358653625,0.11608404546701701,0.23262954540434991,-0.39679717687894023,-6.7455719385301558,-59.618262224627429
3437500,0.70710678118654735,-0.70710678118654768,0.21461677475928331,-0.39327099864332665,-6.9740407583945254,-61.377715846821658,-0.12632761319602681,-0.42984156677337693,0.21461677475928334,-0.39327099864332665,-6.9740407583945254,-61.377715846821658
3453125,0.70710678118654757,0.70710678118654746,0.19787941574978882,-0.38938738835701958,-7.1946988409347536,-63.061171056362362,0.41526033954967601,-0.13541658608186052,0.19787941574978882,-0.38938738835701958,-7.1946988409347536,-63.061171056362362
3468750,-0.70710678118654746,0.70710678118654757,0.18231711795115485,-0.3852586051637274,-7.4073178643529243,-64.674938591241727,0.14350130179209311,0.40133664265139152,0.18231711795115485,-0.3852586051637274,-7.4073178643529243,-64.674938591241727
3484375,-0.70710678118654768,-0.70710678118654746,0.16783307990930241,-0.3809764363093861,-7.6117390259860365,-66.224876400068254,-0.38806693049794322,0.15071511267536036,0.16783307990930244,-0.38097643630938616,-7.6117390259860338,-66.224876400068254
3500000,0.70710678118654735,-0.70710678118654768,0.15433526964751237,-0.37661550753718803,-7.8078597135495809,-67.716411560874548,-0.15717586353554869,-0.37543889502356925,0.15433526964751237,-0.37661550753718803,-7.8078597135495809,-67.716411560874548
3515625,0.70710678118654757,0.70710678118654746,0.1417371098060734,-0.37223614337965516,-7.9956223743177324,-69.154566566079453,0.36343397267613897,-0.16298742969682536,0.14173710980607343,-0.37223614337965522,-7.9956223743177324,-69.154566566079453
3531250,-0.70710678118654746,0.70710678118654757,0.12995778104648692,-0.36788680825649883,-8.1750052705479277,-70.5439878623487,0.16824122858131801,0.35202928507317299,0.12995778104648698,-0.36788680825649883,-8.1750052705479277,-70.543987862348686
3546875,-0.70710678118654768,-0.70710678118654746,0.11892225984935562,-0.36360617034321235,-8.3460148366683011,-71.88897516260873,-0.34119912510446443,0.17301765235744837,0.11892225984935564,-0.3636061703432123,-8.3460148366683011,-71.88897516260873
3562500,0.70710678118654735,-0.70710678118654768,0.10856117708029235,-0.35942483388922647,-8.5086793858404306,-73.193510518494946,-0.17738739288285221,-0.33091608185698873,0.10856117708029235,-0.35942483388922641,-8.5086793858404342,-73.193510518494946
3578125,0.70710678118654757,0.70710678118654746,0.098810560597882263,-0.35536678499246332,-8.6630439464226132,-74.461286489080962,0.32115188092823943,-0.18141264602502588,0.098810560597882222,-0.35536678499246332,-8.6630439464226132,-74.461286489080962
3593750,-0.70710678118654746,0.70710678118654757,0.089611507547531416,-0.3514505927421398,-8.809166040254544,-75.695732994390326,0.18514819272078975,0.31187800203920762,0.08961150754753143,-0.3514505927421398,-8.809166040254544,-75.695732994390312
3609375,-0.70710678118654768,-0.70710678118654746,0.08090981871807687,-0.34769040338366064,-8.9471122433501709,-76.900042622990554,-0.30306612346619899,0.18864236050594621,0.080909818718076884,-0.34769040338366064,-8.9471122433501709,-76.900042622990554
3625000,0.70710678118654735,-0.70710678118654768,0.072655617475925027,-0.34409676051632326,-9.076955395015629,-78.077194290090503,-0.19193787293689329,-0.29468843255393801,0.072655617475925013,-0.34409676051632326,-9.076955395015629,-78.077194290090503
3640625,0.70710678118654757,0.70710678118654746,0.064802968542490694,-0.3406772797624002,-9.1987723435280451,-79.229975230056098,0.2867178332135934,-0.1950725962187661,0.064802968542490666,-0.3406772797624002,-9.1987723435280451,-79.229975230056098
3656250,-0.70710678118654746,0.70710678118654757,0.05730950661106074,-0.33743720209236533,-9.3126421354802105,-80.361001365821352,0.19808019307299068,0.27912807457526329,0.057309506611060726,-0.33743720209236533,-9.3126421354802105,-80.361001365821352
3671875,-0.70710678118654768,-0.70710678118654746,0.050136081012623811,-0.33437984617121436,-9.4186445720040233,-81.472736135361146,-0.27189381958592468,0.20099069385363594,0.050136081012623804,-0.33437984617121436,-9.4186445720040233,-81.472736135361146
3687500,0.70710678118654735,-0.70710678118654768,0.043246419954713539,-0.33150697674078272,-9.5168590686676531,-82.567507878202449,-0.20383099445203942,-0.26499066807607768,0.043246419954713552,-0.33150697674078272,-9.5168590686676531,-82.567507878202449
3703125,0.70710678118654757,0.70710678118654746,0.03660681598249229,-0.32881910316217683,-9.6073637672417043,-83.64752589730945,0.25839514544852255,-0.20662528981078579,0.036606815982492304,-0.32881910316217677,-9.607363767241706,-83.647525897309436
3718750,-0.70710678118654746,0.70710678118654757,0.03018583302874861,-0.32631571977582879,-9.6902348570727934,-84.714895316827096,0.20939545103086474,0.25208466549165071,0.030185833028748606,-0.32631571977582879,-9.6902348570727934,-84.714895316827096
3734375,-0.70710678118654768,-0.70710678118654746,0.023954034566415858,-0.32399549764785829,-9.7655460717859484,-85.771630856444986,-0.24603747373940033,0.21216135318202115,0.023954034566415885,-0.32399549764785829,-9.7655460717859484,-85.771630856444986
3750000,0.70710678118654735,-0.70710678118654768,0.017883731833214008,-0.32185643551075049,-9.8333683337215572,-86.819669640243049,-0.21494116006599509,-0.24023257617036969,0.017883731833214001,-0.32185643551075049,-9.8333683337215572,-86.819669640243049
3765625,0.70710678118654757,0.70710678118654746,0.011948750774871782,-0.31989597622551474,-9.8937695241259753,-87.860883152980151,0.23464965676297189,-0.21775157136373222,0.011948750774871784,-0.31989597622551474,-9.8937695241259753,-87.860883152980151
3781250,-0.70710678118654746,0.70710678118654757,0.0061242161869124283,-0.31811109384677555,-9.9468143618539688,-88.89708845072488,0.22060803683450703,0.22926898642494339,0.0061242161869124274,-0.31811109384677555,-9.9468143618539688,-88.89708845072488
3796875,-0.70710678118654768,-0.70710678118654746,0.0003863514792171556,-0.3164983553217573,-9.9925643773718775,-89.930058726055606,-0.22407132503327989,0.22352494153152816,0.00038635147921716254,-0.3164983553217573,-9.9925643773718775,-89.930058726055606
3812500,0.70710678118654735,-0.70710678118654768,-0.0052877074900067288,-0.31505395996383606,-10.031077972315872,-90.961533321137949,-0.22651576535321824,-0.2190378177069888,-0.0052877074900067444,-0.31505395996383606,-10.031077972315872,-90.961533321137949
3828125,0.70710678118654757,0.70710678118654746,-0.01092008598597613,-0.31377375908110505,-10.062410557879652,-91.993227275043481,0.2141498859528195,-0.22959321965646734,-0.010920085985976128,-0.31377375908110505,-10.062410557879652,-91.993227275043481
