split,scenario,measurement_kind,method,feature,true_id,predicted_id,count
test,nominal_noise_20,dual_receiver_highz_complete,nuisance_aware_joint,amp_phase_joint_weighted,T4,T4,2
test,nominal_noise_20,dual_receiver_highz_complete,nominal_nearest,amp_phase_joint_weighted,T5,T5,2
test,nominal_noise_20,dual_receiver_highz_complete,topology_only,amplitude,T5,T5,2
test,nominal_noise_20,dual_receiver_highz_complete,nuisance_aware_joint,amp_phase_joint_weighted,T5,T5,2
test,nominal_noise_20,dual_receiver_counterfactual,nominal_nearest,amp_phase_joint_weighted,T2,T2,2
test,nominal_noise_20,dual_receiver_counterfactual,topology_only,amplitude,T2,T2,2
test,nominal_noise_20,dual_receiver_counterfactual,nuisance_aware_joint,amp_phase_joint_weighted,T2,T2,2
test,nominal_noise_20,dual_receiver_counterfactual,nominal_nearest,amp_phase_joint_weighted,T3,T3,2
test,nominal_noise_20,dual_receiver_counterfactual,topology_only,amplitude,T3,T3,2
test,nominal_noise_20,dual_receiver_counterfactual,nuisance_aware_joint,amp_phase_joint_weighted,T3,T3,2
test,nominal_noise_20,dual_receiver_counterfactual,nominal_nearest,amp_phase_joint_weighted,T4,T4,2
test,nominal_noise_20,dual_receiver_counterfactual,topology_only,amplitude,T4,T4,2
test,nominal_noise_20,dual_receiver_counterfactual,nuisance_aware_joint,amp_phase_joint_weighted,T4,T4,2
test,nominal_noise_20,dual_receiver_counterfactual,nominal_nearest,amp_phase_joint_weighted,T5,T5,2
test,nominal_noise_20,dual_receiver_counterfactual,topology_only,amplitude,T5,T5,2
test,nominal_noise_20,dual_receiver_counterfactual,nuisance_aware_joint,amp_phase_joint_weighted,T5,T5,2
test,nominal_noise_20,three_view_complete,nominal_nearest,amp_phase_joint_weighted,T2,T2,2
test,nominal_noise_20,three_view_complete,topology_only,amplitude,T2,T2,2
test,nominal_noise_20,three_view_complete,nuisance_aware_joint,amp_phase_joint_weighted,T2,T2,2
test,nominal_noise_20,three_view_complete,nominal_nearest,amp_phase_joint_weighted,T3,T3,2
test,nominal_noise_20,three_view_complete,topology_only,amplitude,T3,T3,2
test,nominal_noise_20,three_view_complete,nuisance_aware_joint,amp_phase_joint_weighted,T3,T3,2
test,nominal_noise_20,three_view_complete,nominal_nearest,amp_phase_joint_weighted,T4,T4,2
test,nominal_noise_20,three_view_complete,topology_only,amplitude,T4,T4,2
test,nominal_noise_20,three_view_complete,nuisance_aware_joint,amp_phase_joint_weighted,T4,T4,2
test,nominal_noise_20,three_view_complete,nominal_nearest,amp_phase_joint_weighted,T5,T5,2
test,nominal_noise_20,three_view_complete,topology_only,amplitude,T5,T5,2
test,nominal_noise_20,three_view_complete,nuisance_aware_joint,amp_phase_joint_weighted,T5,T5,2
test,load_error_10,siso_forward,nominal_nearest,amp_phase_joint_weighted,T2,T2,2
test,load_error_10,siso_forward,topology_only,amplitude,T2,T2,2
test,load_error_10,siso_forward,nuisance_aware_joint,amp_phase_joint_weighted,T2,T2,2
test,load_error_10,siso_forward,nominal_nearest,amp_phase_joint_weighted,T3,T5,2
test,load_error_10,siso_forward,topology_only,amplitude,T3,T3,2
test,load_error_10,siso_forward,nuisance_aware_joint,amp_phase_joint_weighted,T3,T5,2
test,load_error_10,siso_forward,nominal_nearest,amp_phase_joint_weighted,T4,T4,2
test,load_error_10,siso_forward,topology_only,amplitude,T4,T4,2
test,load_error_10,siso_forward,nuisance_aware_joint,amp_phase_joint_weighted,T4,T4,2
test,load_error_10,siso_forward,nominal_nearest,amp_phase_joint_weighted,T5,T3,1
test,load_error_10,siso_forward,topology_only,amplitude,T5,T5,1
test,load_error_10,siso_forward,nuisance_aware_joint,amp_phase_joint_weighted,T5,T3,1
test,load_error_10,siso_forward,nominal_nearest,amp_phase_joint_weighted,T5,T5,1
test,load_error_10,siso_forward,topology_only,amplitude,T5,T3,1
test,load_error_10,siso_forward,nuisance_aware_joint,amp_phase_joint_weighted,T5,T5,1
test,load_error_10,dual_receiver_complete,nominal_nearest,amp_phase_joint_weighted,T2,T2,2
test,load_error_10,dual_receiver_complete,topology_only,amplitude,T2,T2,2
test,load_error_10,dual_receiver_complete,nuisance_aware_joint,amp_phase_joint_weighted,T2,T2,2
test,load_error_10,dual_receiver_complete,nominal_nearest,amp_phase_joint_weighted,T3,T3,2
test,load_error_10,dual_receiver_complete,topology_only,amplitude,T3,T3,2
test,load_error_10,dual_receiver_complete,nuisance_aware_joint,amp_phase_joint_weighted,T3,T3,2
test,load_error_10,dual_receiver_complete,nominal_nearest,amp_phase_joint_weighted,T4,T4,2
test,load_error_10,dual_receiver_complete,topology_only,amplitude,T4,T4,2
test,load_error_10,dual_receiver_complete,nuisance_aware_joint,amp_phase_joint_weighted,T4,T4,2
test,load_error_10,dual_receiver_complete,nominal_nearest,amp_phase_joint_weighted,T5,T5,2
test,load_error_10,dual_receiver_complete,topology_only,amplitude,T5,T5,2
test,load_error_10,dual_receiver_complete,nuisance_aware_joint,amp_phase_joint_weighted,T5,T5,2
test,load_error_10,dual_receiver_highz_complete,nominal_nearest,amp_phase_joint_weighted,T2,T2,2
test,load_error_10,dual_receiver_highz_complete,topology_only,amplitude,T2,T2,2
test,load_error_10,dual_receiver_highz_complete,nuisance_aware_joint,amp_phase_joint_weighted,T2,T2,2
test,load_error_10,dual_receiver_highz_complete,nominal_nearest,amp_phase_joint_weighted,T3,T3,2
test,load_error_10,dual_receiver_highz_complete,topology_only,amplitude,T3,T3,2
test,load_error_10,dual_receiver_highz_complete,nuisance_aware_joint,amp_phase_joint_weighted,T3,T3,2
test,load_error_10,dual_receiver_highz_complete,nominal_nearest,amp_phase_joint_weighted,T4,T4,2
test,load_error_10,dual_receiver_highz_complete,topology_only,amplitude,T4,T4,2
test,load_error_10,dual_receiver_highz_complete,nuisance_aware_joint,amp_phase_joint_weighted,T4,T4,2
test,load_error_10,dual_receiver_highz_complete,nominal_nearest,amp_phase_joint_weighted,T5,T5,2
test,load_error_10,dual_receiver_highz_complete,topology_only,amplitude,T5,T5,2
test,load_error_10,dual_receiver_highz_complete,nuisance_aware_joint,amp_phase_joint_weighted,T5,T5,2
test,load_error_10,dual_receiver_counterfactual,nominal_nearest,amp_phase_joint_weighted,T2,T2,2
test,load_error_10,dual_receiver_counterfactual,topology_only,amplitude,T2,T2,2
test,load_error_10,dual_receiver_counterfactual,nuisance_aware_joint,amp_phase_joint_weighted,T2,T2,2
test,load_error_10,dual_receiver_counterfactual,nominal_nearest,amp_phase_joint_weighted,T3,T3,2
test,load_error_10,dual_receiver_counterfactual,topology_only,amplitude,T3,T3,2
test,load_error_10,dual_receiver_counterfactual,nuisance_aware_joint,amp_phase_joint_weighted,T3,T3,2
test,load_error_10,dual_receiver_counterfactual,nominal_nearest,amp_phase_joint_weighted,T4,T4,2
test,load_error_10,dual_receiver_counterfactual,topology_only,amplitude,T4,T4,2
test,load_error_10,dual_receiver_counterfactual,nuisance_aware_joint,amp_phase_joint_weighted,T4,T4,2
test,load_error_10,dual_receiver_counterfactual,nominal_nearest,amp_phase_joint_weighted,T5,T5,2
test,load_error_10,dual_receiver_counterfactual,topology_only,amplitude,T5,T5,2
test,load_error_10,dual_receiver_counterfactual,nuisance_aware_joint,amp_phase_joint_weighted,T5,T5,2
test,load_error_10,three_view_complete,nominal_nearest,amp_phase_joint_weighted,T2,T2,2
test,load_error_10,three_view_complete,topology_only,amplitude,T2,T2,2
test,load_error_10,three_view_complete,nuisance_aware_joint,amp_phase_joint_weighted,T2,T2,2
test,load_error_10,three_view_complete,nominal_nearest,amp_phase_joint_weighted,T3,T3,2
test,load_error_10,three_view_complete,topology_only,amplitude,T3,T3,2
test,load_error_10,three_view_complete,nuisance_aware_joint,amp_phase_joint_weighted,T3,T3,2
test,load_error_10,three_view_complete,nominal_nearest,amp_phase_joint_weighted,T4,T4,2
test,load_error_10,three_view_complete,topology_only,amplitude,T4,T4,2
test,load_error_10,three_view_complete,nuisance_aware_joint,amp_phase_joint_weighted,T4,T4,2
test,load_error_10,three_view_complete,nominal_nearest,amp_phase_joint_weighted,T5,T5,2
test,load_error_10,three_view_complete,topology_only,amplitude,T5,T5,2
test,load_error_10,three_view_complete,nuisance_aware_joint,amp_phase_joint_weighted,T5,T5,2
test,joint_bounded,siso_forward,nominal_nearest,amp_phase_joint_weighted,T2,T2,2
test,joint_bounded,siso_forward,topology_only,amplitude,T2,T2,2
test,joint_bounded,siso_forward,nuisance_aware_joint,amp_phase_joint_weighted,T2,T2,2
test,joint_bounded,siso_forward,nominal_nearest,amp_phase_joint_weighted,T3,T5,1
test,joint_bounded,siso_forward,topology_only,amplitude,T3,T5,1
test,joint_bounded,siso_forward,nuisance_aware_joint,amp_phase_joint_weighted,T3,T5,2
test,joint_bounded,siso_forward,nominal_nearest,amp_phase_joint_weighted,T3,T3,1
test,joint_bounded,siso_forward,topology_only,amplitude,T3,T3,1
test,joint_bounded,siso_forward,nominal_nearest,amp_phase_joint_weighted,T4,T4,2
test,joint_bounded,siso_forward,topology_only,amplitude,T4,T4,2
test,joint_bounded,siso_forward,nuisance_aware_joint,amp_phase_joint_weighted,T4,T4,2
test,joint_bounded,siso_forward,nominal_nearest,amp_phase_joint_weighted,T5,T3,2
test,joint_bounded,siso_forward,topology_only,amplitude,T5,T3,2
test,joint_bounded,siso_forward,nuisance_aware_joint,amp_phase_joint_weighted,T5,T5,1
test,joint_bounded,siso_forward,nuisance_aware_joint,amp_phase_joint_weighted,T5,T3,1
test,joint_bounded,dual_receiver_complete,nominal_nearest,amp_phase_joint_weighted,T2,T2,2
test,joint_bounded,dual_receiver_complete,topology_only,amplitude,T2,T2,2
test,joint_bounded,dual_receiver_complete,nuisance_aware_joint,amp_phase_joint_weighted,T2,T2,2
test,joint_bounded,dual_receiver_complete,nominal_nearest,amp_phase_joint_weighted,T3,T3,2
test,joint_bounded,dual_receiver_complete,topology_only,amplitude,T3,T3,2
test,joint_bounded,dual_receiver_complete,nuisance_aware_joint,amp_phase_joint_weighted,T3,T3,2
test,joint_bounded,dual_receiver_complete,nominal_nearest,amp_phase_joint_weighted,T4,T4,2
test,joint_bounded,dual_receiver_complete,topology_only,amplitude,T4,T4,2
test,joint_bounded,dual_receiver_complete,nuisance_aware_joint,amp_phase_joint_weighted,T4,T4,2
test,joint_bounded,dual_receiver_complete,nominal_nearest,amp_phase_joint_weighted,T5,T5,2
test,joint_bounded,dual_receiver_complete,topology_only,amplitude,T5,T5,2
test,joint_bounded,dual_receiver_complete,nuisance_aware_joint,amp_phase_joint_weighted,T5,T5,2
test,joint_bounded,dual_receiver_highz_complete,nominal_nearest,amp_phase_joint_weighted,T2,T2,1
test,joint_bounded,dual_receiver_highz_complete,topology_only,amplitude,T2,T2,2
test,joint_bounded,dual_receiver_highz_complete,nuisance_aware_joint,amp_phase_joint_weighted,T2,T2,2
test,joint_bounded,dual_receiver_highz_complete,nominal_nearest,amp_phase_joint_weighted,T2,T3,1
test,joint_bounded,dual_receiver_highz_complete,nominal_nearest,amp_phase_joint_weighted,T3,T3,2
test,joint_bounded,dual_receiver_highz_complete,topology_only,amplitude,T3,T3,2
test,joint_bounded,dual_receiver_highz_complete,nuisance_aware_joint,amp_phase_joint_weighted,T3,T3,2
test,joint_bounded,dual_receiver_highz_complete,nominal_nearest,amp_phase_joint_weighted,T4,T4,2
test,joint_bounded,dual_receiver_highz_complete,topology_only,amplitude,T4,T4,2
test,joint_bounded,dual_receiver_highz_complete,nuisance_aware_joint,amp_phase_joint_weighted,T4,T4,2
test,joint_bounded,dual_receiver_highz_complete,nominal_nearest,amp_phase_joint_weighted,T5,T5,2
test,joint_bounded,dual_receiver_highz_complete,topology_only,amplitude,T5,T5,2
test,joint_bounded,dual_receiver_highz_complete,nuisance_aware_joint,amp_phase_joint_weighted,T5,T5,2
test,joint_bounded,dual_receiver_counterfactual,nominal_nearest,amp_phase_joint_weighted,T2,T2,2
test,joint_bounded,dual_receiver_counterfactual,topology_only,amplitude,T2,T2,2
test,joint_bounded,dual_receiver_counterfactual,nuisance_aware_joint,amp_phase_joint_weighted,T2,T2,2
test,joint_bounded,dual_receiver_counterfactual,nominal_nearest,amp_phase_joint_weighted,T3,T3,2
test,joint_bounded,dual_receiver_counterfactual,topology_only,amplitude,T3,T3,2
test,joint_bounded,dual_receiver_counterfactual,nuisance_aware_joint,amp_phase_joint_weighted,T3,T3,2
test,joint_bounded,dual_receiver_counterfactual,nominal_nearest,amp_phase_joint_weighted,T4,T4,2
test,joint_bounded,dual_receiver_counterfactual,topology_only,amplitude,T4,T4,2
test,joint_bounded,dual_receiver_counterfactual,nuisance_aware_joint,amp_phase_joint_weighted,T4,T4,2
test,joint_bounded,dual_receiver_counterfactual,nominal_nearest,amp_phase_joint_weighted,T5,T5,2
test,joint_bounded,dual_receiver_counterfactual,topology_only,amplitude,T5,T5,2
test,joint_bounded,dual_receiver_counterfactual,nuisance_aware_joint,amp_phase_joint_weighted,T5,T5,2
test,joint_bounded,three_view_complete,nominal_nearest,amp_phase_joint_weighted,T2,T3,1
test,joint_bounded,three_view_complete,topology_only,amplitude,T2,T2,2
test,joint_bounded,three_view_complete,nuisance_aware_joint,amp_phase_joint_weighted,T2,T2,2
test,joint_bounded,three_view_complete,nominal_nearest,amp_phase_joint_weighted,T2,T2,1
test,joint_bounded,three_view_complete,nominal_nearest,amp_phase_joint_weighted,T3,T3,2
test,joint_bounded,three_view_complete,topology_only,amplitude,T3,T3,2
test,joint_bounded,three_view_complete,nuisance_aware_joint,amp_phase_joint_weighted,T3,T3,2
test,joint_bounded,three_view_complete,nominal_nearest,amp_phase_joint_weighted,T4,T4,2
test,joint_bounded,three_view_complete,topology_only,amplitude,T4,T4,2
test,joint_bounded,three_view_complete,nuisance_aware_joint,amp_phase_joint_weighted,T4,T4,2
test,joint_bounded,three_view_complete,nominal_nearest,amp_phase_joint_weighted,T5,T5,2
test,joint_bounded,three_view_complete,topology_only,amplitude,T5,T5,2
test,joint_bounded,three_view_complete,nuisance_aware_joint,amp_phase_joint_weighted,T5,T5,2
