sample_id,paired_case_id,split,category,candidate_id,truth_topology_id,case_seed,main_length_scale,parameter_domain_truth,parameter_vector_hash,noiseless_cfr_hash,observation_hash,stage,mode,git_head_at_run,git_branch_at_run,git_dirty_at_run,source_tree_hash,configuration_hash,matlab_version,platform,computer_arch,use_parallel,worker_count,run_command,start_time_utc,runtime_environment_hash,experiment_hash,end_time_utc,runtime_s,selected_method,domain_calibration_hash,frozen_topology_experiment_hash,frozen_topology_calibration_hash
r73_development_medium_lower_ood_C002_R01,development_C002_R01,development,medium_lower_ood,R21C_002,R21C_002,1360793215,0.75,out_of_parameter_domain,94724b4e573a0a31d99ef464ab8fd2b855c99a1938a9631b6f950f6ca7fe1d5c,36fe5dc87616585433364f01bc8b18c63e3a24691a399799c3e808e5f5838d85,bce311cd83d5ab9041108b826f4345b5907807bc213ce4fe2c1f89e596de552b,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_development_medium_upper_ood_C002_R01,development_C002_R01,development,medium_upper_ood,R21C_002,R21C_002,1360793215,1.3,out_of_parameter_domain,48e9733fc5917909b3a4aede834e146f57db270c67127b0c62c18a71bc2b6fe4,985efb4849f7fc42ebec5e1f525f4df182afe31ca656225895e0f8b4387adf6d,4f3e24adc2bc42b782c175174b3cdb98b6b01d9217c8a1339e5bfd66bddc3ff6,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_development_in_domain_C002_R02,development_C002_R02,development,in_domain,R21C_002,R21C_002,1411126072,1.00919079160301,in_parameter_domain,e804c0ab301763db10b6eed6967ac976e9727b50f44fa13338dc32ffa02db53d,d8ddd0cf9272cd4c5d47faa437cad16fee626e38bdaff200b8ebf6ba47f649e1,218c6b70498a8b46cf636cdd465f12ef42d7cd19bce730e503656e132c9c5425,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_development_medium_lower_ood_C002_R02,development_C002_R02,development,medium_lower_ood,R21C_002,R21C_002,1411126072,0.75,out_of_parameter_domain,3d25a4a9a241b66071b7164d6aa78a2cf675db21d3de257f72e2c888819b42f7,618a49306293e25f54876b80adadb96f2962bbceaee8d5e912618042110f6978,9c7bc653728d8241a03d0a4d0f8b2f2f460c9782097c10748d9f7ef3f9ebcf97,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_development_medium_upper_ood_C002_R02,development_C002_R02,development,medium_upper_ood,R21C_002,R21C_002,1411126072,1.3,out_of_parameter_domain,59c109278c2efa8cd1aa34ddd943506a1b02bc7722c6ad52c14a50cf2fc83e79,9b5454561d001f5446e15cd101fae1ea420f02eb00af788d5a29ca5c8b1ccf4a,1c5605ba08ad1b932a1dfedf6b98b01dd99478d5d918ee9f65bef09d15465f9f,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_development_in_domain_C002_R03,development_C002_R03,development,in_domain,R21C_002,R21C_002,1394348453,1.00562585056291,in_parameter_domain,341478ed28f8e1313613638c162450479487fd8665be0a80a3ff2ff0c14163c6,3da5d5d2ce2b0c8a32d9dd331a5de31fa992c9e06c99238a38e4319aaee1b846,0effb518a9bfd0ef52f55dbf78dc65386829e76e7947c36c53c2f1669a19f09d,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_development_medium_lower_ood_C002_R03,development_C002_R03,development,medium_lower_ood,R21C_002,R21C_002,1394348453,0.75,out_of_parameter_domain,3fbe0dd1e3f7a6cb6075ad9e712c785c7e0370a39a27b1b047ddd20727e6f2c0,373fcdefb2fccf432a7bc21043d710b06f9f6e32e5f4554a63f221d9c4e5a385,bab8cab1f0d5343c40b16d4e4b2f965174cdf82118dcc14bea47c94960979f35,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_development_medium_upper_ood_C002_R03,development_C002_R03,development,medium_upper_ood,R21C_002,R21C_002,1394348453,1.3,out_of_parameter_domain,f618e4ea5a5d32242a7ecdec52c43faaca46d10218a9ed06bb41379b83ac0e51,1bb6956155eb4afcbbcf8fe6f7e8a9780fad687145f84e972abc578ff51ee2db,4df1c8774462b376d2fd8b1dbf91004005fe4892b55ff5d0b0a407e061c96df3,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_development_in_domain_C003_R01,development_C003_R01,development,in_domain,R21C_003,R21C_003,1277461988,0.958762638343742,in_parameter_domain,fb95b6e0913cfff9a76bab1fb24a2b63906d5e350719044da763bc9c3c66380d,47d1c5a13a17e44255cfbbf39eb41362899b3c8f7d2e90340ad7b63d9a8434bd,aee7d8e453558303a5a75e08a1d0eabd6253bc65c9f176c6642cb5b3182d0e98,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
r73_development_medium_lower_ood_C003_R01,development_C003_R01,development,medium_lower_ood,R21C_003,R21C_003,1277461988,0.75,out_of_parameter_domain,9a9c9b5476a116cb39bae3445b33bb06b16b8163a541a9685f92000c08d3b0c4,e94e9e1ff00610bc63e8b47edb70e26547ff81d871bc1c9545655005fb6459aa,0a30b3c120e9ea2c6dde1c5ac1b796710d11ce3c5ff66393d1478eae571f8f81,Stage 4A Freeze-R.1,formal,0a3f215400ce715684eb98cdce75ccbda7301b84,main,1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,0,1,"run_stage4_freeze_r1(pwd,'formal')",2026-09-09T12:56:33.685Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,2026-09-09T13:02:43.716Z,370.16586,profile_relative_distance,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b
