sample_id,physical_scenario_id,split,truth_topology_id,case_seed,parameter_vector_hash,noiseless_cfr_hash,observation_hash,noise_snr_db
r21_development_016_003,r21_development_016_003,development,R21C_016,668185602,744dcc0c369f4328f128eb02c3b7708132ce0d22a0ecfac2c1f241eb21ffa162,c6b62b2a398947f873c6eab0abf3e2be9919f000fe2292b88f80ffcabca0cb6c,0a1ee74e0ed6e2020bdf2196a1fbdf5cf2b5c93a3fd126d41589688620175cdc,20
r21_development_017_001,r21_development_017_001,development,R21C_017,1504346683,fb899ac42061c99ff15afbedbb2cc9edaa8af66f643c7d07d5381ca8fd8fc5d0,7a301c4d42f7f61870591598408d65e8fbf2c4beaadb1e56dc43f0a7240badf3,be2ceb27ce61cb9f63ab74bfa03220a93e4ebad0fc91a49df326622494ea1e90,20
r21_development_017_002,r21_development_017_002,development,R21C_017,1454013826,5abc89a596173261a770a01b814869c9abd4fe6bd7a155af9b18ecee00fb797e,7458d76bbec4a907c73a765c8ddf729982f5b2e448fb04f1e487ba2b872fb408,cb5fc8eea189f9bcf691c0d6376ba8abb0799a67a0bad7597d932f88a26375da,20
r21_development_017_003,r21_development_017_003,development,R21C_017,1470791445,06bb2cad741e834dde28a0a48e0a68ec82af99ec2c5bf05821b565256212d0ef,76735c878f776c4ba9dbc9db5baeca763ca8e3e625bca1965b2ebae9c8740b0f,d38df20b02f924f9dd6644d64e0737d520c67b6b5920c8fed5e4022c5fddefbd,20
r21_development_018_001,r21_development_018_001,development,R21C_018,862594163,46299c7a8adff3e5159a9051524bfb74add5e711298c372e4edc2fff8abac628,9eacabdfc732bafec6f751a9b91a86ba528ff307d50e57061996b66e8bcb42a3,32888a83cf6f8186c603b5bfec0fe19dd36bfca34b9d64c142859b414b6aaa17,20
r21_development_018_002,r21_development_018_002,development,R21C_018,912927020,e36556008b0a3a7866b525fbd6a7d41bcfc15fdda7c3ebdb226b011a80256b62,6de7a8a4f0ca3104623ad4781a8e37f1bc6af91819a82648942271292e67e6d5,0bf34660f4d68980f1c2e5f15d9cde79d69de732a9f853d3148441ef17c6377b,20
r21_development_018_003,r21_development_018_003,development,R21C_018,896149401,84dc7ef42db16da975aa2f3c5c19e8cf07d6dd2cb322aa05e5988fcba5580624,a99640dc6ba9e29424f4315b2a5ffef8e15f22771c9434ca283f3194e1750690,839e7dd6f5993e80740e51710595aa82d8f83cf69172601d3748ee129b87e1a8,20
r21_development_019_001,r21_development_019_001,development,R21C_019,1945693182,8f75f6a57b2fa43f95552fa225e09e4e3273f9e0058a66e5c8aeadadf74c7061,faf5a6b738e7089334b6c7839a0b808d8f289302cb38d9abcbba26b4185c7566,564c1d0c93a640fa9c5f68c3ea225b2eabae900f3a33b97facf50e2c2db44803,20
r21_development_019_002,r21_development_019_002,development,R21C_019,1895360325,5abaa529a86568df23a68d4cd9bfb01e2d64ccd5cf45c22d17ec5b41f9b931cd,d7835aa0b48276dc074d2295929348d3c6e88a22396bc84d2db6765d7eeb23f9,5d5200b70709b64745c126691f418a6d9fdb22c6427913fe5a74e443b69a2540,20
r21_development_019_003,r21_development_019_003,development,R21C_019,1912137944,9a8dc9d6bea6d34e1c94b60327fd0fd290e9394f73f28e84fae62ab4bb6fdb33,6a022a8f3b853ce15519cb56f93dca7749cd1296facd8d534174ea892d7f78e0,adac13fa44e8bb44340396ab02f997c2c209000dc0699aee3e4844fa03bc7c6e,20
r21_development_020_001,r21_development_020_001,development,R21C_020,1171292405,3035d43b69b440ae7138108aeba59a754e59a1ceb363a542759ae655201ba877,b7402bca2485c511cc827115468aa2f297b5bcb50c2565fe33d50d33205a1d8d,ee138af9a6675a6b8fb3620fcb0ded3c24926ee2abcc3d3548da28ba7410c533,20
r21_development_020_002,r21_development_020_002,development,R21C_020,1221625262,a27a7f2f7648f9fddd426e3311e039c87540e9ab2c5a2a2ab0a05da58941761d,19bd5765269463d2b52c6f25ee79ba8c88f66bf7e5408e1c9a9e997842c5e069,c37645dfe73aaf13e9035ccbb418ff6d3eff72951264011882f2c08ccb3f9cde,20
r21_development_020_003,r21_development_020_003,development,R21C_020,1204847643,40d6e880a43c88de51ddf3fb4350f7a004abbd217fd734a02186523d4982316d,958462cd97d36a16c1243f53361cb6d4acb3d899d34a5c288d03760939eb0541,6a1653adf73f0d1c78c1d9bbf5f48cc23de69803df7bbe11dfc931faed68a4d8,20
r21_development_021_001,r21_development_021_001,development,R21C_021,93496466,6057d58f3a86f7363ca020955650b4c8dc475347a833158043d5d279fd19b3f9,087a22428d85997cd1638029e72aa62260cf3ed530bbc675943517132a4a98b0,4ef308a319d9f6220d5f1112db5c1a2f5658f5e19a2620f32c35614a646c03e4,20
r21_development_021_002,r21_development_021_002,development,R21C_021,76718847,514a3394c316536b6b8bbdfdd1b95a1a6eafa0ea17eed22917415be73d7ca318,07373221a2a4181a238f640f56b0493aed935129fc4395bd86b66f273364d0ff,6123913b4b10a539f5f6f7d4a7b5a54ff5be59096c5dc71bdc52a4fb8a26dc85,20
r21_development_021_003,r21_development_021_003,development,R21C_021,59941228,f8931c379677b922b76eccbdbbdefe4249832f1f70998a40740a81eaf5759c13,8b34b8097a5145d550a48ea7d9de4d47a6f66fe0e791b3ba6545d9b6128d6972,0c74ff5aac780191d43675b345c15ef715d69bf5ffe9d3850a73a59d9687fc04,20
r21_development_022_001,r21_development_022_001,development,R21C_022,1762044748,583e2c8ffefa798bdeef1b18629d12316bb168caa22d5836cf2cdca392322678,d27b04fc43f0a2f6f34e24cd749aea58fe99694e31a6bf14f0a30b58c12e2171,a8d067e012ece4a1719cc9a15344203f286d5bfb14fac2e9635e166f5300055b,20
r21_development_022_002,r21_development_022_002,development,R21C_022,1778822367,38cf890954bd0b0575b3da8ad49bc7b12d38e9d5df2b4b1ac9e98146f5d12644,85a34b1599dd901824c7eba04f91a41690d9ae2e6d82af16aceda07bdcad5e79,d68bf674b03f42eea29d8955b5db1972603364341bc504cba28671ce3b8dd77a,20
r21_development_022_003,r21_development_022_003,development,R21C_022,1795599986,fd5ad8bff6c41453bbedce24e074696768cf68c075b613afe3cb5994dd7684f0,5032b65745aa6161df62cf1b87e206838ae388ec21ca87f980452b69fa48a3a5,ac250a8d0599e6b206cdd52e08f3b985f9a3823541bbe0fa3b09011199b4cb98,20
r21_development_023_001,r21_development_023_001,development,R21C_023,1100304879,8ea24d42a4f0c86299eb9a9340f2491dbb0a51c6647d867a4d934e42fe321d91,ef6f9966a9970b04b39844239e9363d480012d2f2c74c701bd30001b5a4a3937,44cb0a9d4b93bbb843c848c8b596a04fd364cee934abbdbd121dd02d5aa1fc25,20
r21_development_023_002,r21_development_023_002,development,R21C_023,1049972022,1e0db9e76736e6d1a3c61e1b854ce7ab95a6a1ea33e926fc59dc6beb7eac95bc,1a0be8de597ea022774b24140082c821efb8b08b907ebc9adf1dc04fb229bc6f,2b6e9edf9207780fd8f2d99461851400ec56ec7f555884a3340b6c4f22b0b03b,20
r21_development_023_003,r21_development_023_003,development,R21C_023,1066749641,6558ac42ba7bf9dd1d96de62513ec6fd7728fad1579cf5ffa42e665945f92306,692540351a4f76c35295fc4d2886bb86986d49b95c164dc5445c23ea5258d37f,387434f23c5875155c24b826e4a2881f088e612e64b69d9b0e378108de4a9a09,20
r21_development_024_001,r21_development_024_001,development,R21C_024,1874535474,1e67376c8c75970fc757a0c0dc960e67afebfb3847c311b857c371799dfcd5f2,b1fcc638f82fc47b22cfb34cc9c33604f307e76996f31edb5efa7da86c4a6306,2251f754361972fd76000b938c414f314324d526e20f2c0646502e121a0df579,20
r21_development_024_002,r21_development_024_002,development,R21C_024,1891313093,cf331956b47470434d0ae25f04588ca15970e1be21282eec8d95aeac761925d0,706e70d0186f21deed26c2f9d46885c740646fa607b2a86caf1d6cc785289061,f45fde0d956886fb8a9282cb76b48d6e09311c14b295369e80baa26abb8b99eb,20
r21_development_024_003,r21_development_024_003,development,R21C_024,1908090712,6be766d9f95652bc1acf8a5a9d0b0faddc9d6d978f9922ebb167111469aab06f,f27a6cc739a39e25a5f5a410da97bb03190c7861b4df24e7ccc07642afd1e17b,d026afbf2a42da0814733da5dc528f5d6f3c2a5b4b2dde91798fb55a14e5fa62,20
r21_development_025_001,r21_development_025_001,development,R21C_025,971212332,330002fc16b20ddf3e96b4482f3e80b741f303e7c09cc7272d0a5a8626f18ed4,7ed05786ced68745cdad527b7c4724adcca195e98cd2725750bc8da54e83e4fe,10293d5a0c6a6b8e59622af0d554337b041aef026b0f7ab7e4579a2baa0618e4,20
r21_development_025_002,r21_development_025_002,development,R21C_025,954434713,8a2e661709e6d49b5421d9e2b53b9044d719b276e4fca3e52eb7c9881c3e6732,968bd6a2659b6d5f8b299a8678d0c8577bd11259c0405121490cf0ebd7d2c959,9e58713b23b481488baf511c847f452a0603a4045c67bfbdeac03b7fd15757c4,20
r21_development_025_003,r21_development_025_003,development,R21C_025,937657094,3a039b69052b6ccb57843a3a07efe2c25fd595ecbfdd89f34cbcc135d466dfbb,b446b94bde62045a5481efaa64b16dc7628f977adc6e87705e2316174968f8ad,4793ed7502db338fe7fc24e04176f1d34fa86f2dbe312108fe79b4000b83032f,20
r21_development_026_001,r21_development_026_001,development,R21C_026,1529417219,916fecf5e51b33ec5c5c9b48e6252fc0a452cf16452ff6e09efc23db096b4f32,5bed007038c7bbd767ac9743c95548340979f52d81b1bc009685daabf0d373bb,ae72772e5f2979eeb20ecaf663819ed2a8daa26ff5c9c760f6548189f3d09f75,20
r21_development_026_002,r21_development_026_002,development,R21C_026,1579750076,1f9a45a533caf9f083ca4768f4596e0921c7ab05213401c4fe47655f4906b3b2,bbc8b8fe2b2fe47b7707f6409158b0929303ff68a2ee3e5131fdea8f751cb83d,cb84cc675b8a1bd0d0993543f28a4716d79971a988f5be30a64c082af0bc11a8,20
r21_development_026_003,r21_development_026_003,development,R21C_026,1562972457,537dde1209693ae04000e29dd4977e18b64528079dbd22a17ae6259a693cea50,49d053121c5974e5701bfd12e434da5c189faa1ea5ca5c4977ca0531484d7028,02e9bbbd85a18e50ebc098ff14e18a536cfbcb4d6f00ba60c78cf30e5b11629d,20
r21_development_027_001,r21_development_027_001,development,R21C_027,1171088637,cf7e16e8df9d53f2a0184717a91a00a21735175e8cff93827bdf81bfa2cb1d26,277a8f40f75bd32a6c2b3ec5c0d97672e0c5131c88b6dcd11cefee1f372a48d0,6f758b68ee8d2951a699472e81027c9fc3bb08aea0e357dfdb0a22728c03eaed,20
r21_development_027_002,r21_development_027_002,development,R21C_027,1187866256,86483514feaa5a09a91ce734257901eb5c86c4dc4318662bd4c71bab7556869e,6631652e410d9a1f39158a08f050bc189088d54749fc0423f7bed1da7eb7bdd8,a4658bf2eebabb5716ddd4413b32bd2bd63c242bcff7dfeed0007deff031b540,20
r21_development_027_003,r21_development_027_003,development,R21C_027,1204643875,2bf0cd5d445c5ee96ff1c87ee343edb55fd2f9b9206289f60ff0e72f49c5c30d,f9f2f6e5aaa251d765886161f6c2a5b16022fc75ae880193db8aed6e030cff67,acf8ef3fc90d645808c72b1e4d1743014cb84dce06f1c18f1d829e67d8df61c0,20
r21_development_028_001,r21_development_028_001,development,R21C_028,1866947858,7c350f608b79ae63fd375e827f3c0e86329b7e36ee2e28f9c4b18ad0c2ac5ede,32117658812551e11de8dc614cadcccf9cbb19e5cba60aa8c4132a18b48d1a12,d447d4115208575f8150a70074757be92730d6d8b2c4277ba2e7ecb6fe4a92d3,20
r21_development_028_002,r21_development_028_002,development,R21C_028,1883725477,e008c50ed664d7f1be2f9e3a79d960d7f84167855e166f4acc0bcaf3114f3df2,2b9c7b3dec5181e6506539da2db132c9722bbde6c4d68fbcf1d873fc0e561f4d,ac602562f6a0790608652de5b91359554f28856797d766204c25c4373d1417a4,20
r21_development_028_003,r21_development_028_003,development,R21C_028,1900503096,285b79d919918cdcb87cc70803545cc4ed236d6ee4ec407ba879f51f817f7d06,270aa14967d941a052be885a575c7c26468a01c02d54b710fab7c50559116bfa,82c2c70e5571249efce8084f4c8ccc5e7a6c406e7477b23c573305959bf8804d,20
r21_development_029_001,r21_development_029_001,development,R21C_029,997400909,c3095f2870ff30a5452b798474056791bea72a70c085bd2f04077c01802c6ea3,3fe53b301e72ac16c169a9a27c9a81dbe3f3ffee70c5861514fc73596722f752,f99193a70e5994e9f370d8a7bdc827e44298290d183708b18d06fa2c63d8a62e,20
r21_development_029_002,r21_development_029_002,development,R21C_029,1014178528,6f79dbdb969ee47c311adc50f332abb2aa162cbd16b817248ad5c61c682c3afe,6a67aa14dc5af810e58834f3328c1121c86aa5f6d0feb81d0c92380d6487a723,63615fd4927022f43366e9940a92c89c8cef2cf0b29f4474d503652406cc4397,20
