variant,library,scheme,view_indices,class_counts,class_thresholds,fit_count,fit_threshold,margin_threshold,E_seed_base,A_seed_base,F_seed_base,bank_identity,calibration_identity
main,diagnostic_pair,A1_H_200,9,[100 100],[3.254374998771811 3.315229086997177],200,3.38437820212745,3,720000000,730000000,740000000,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,ebd7be61438ae35b2d06730ebe955b0cac498adda305c0f4231f99c0e564bddc
main,original_three,A1_H_200,9,[100 100 100],[4.665845402504534 3.54003023688484 3.254374998771811],300,4.45940248994859,3,720000000,730000000,740000000,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,05ee7fbe62f701f9bd73b5441a9834a653a50bc3b74f6696d37ee8b166456700
main,diagnostic_pair,A1_Zin_200,10,[100 100],[59.94761427208609 76.71246963031983],200,76.5689458445665,3,720000000,730000000,740000000,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,8ef6ce6bd80dca72254d2a750832a1814e2c96d6d757665e586649bde32c5b3f
main,original_three,A1_Zin_200,10,[100 100 100],[23.78801848309931 75.89463218754665 59.94761427208609],300,72.2693701484238,3,720000000,730000000,740000000,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,9eb83d389510aa57fd80975346fc405f2bac2e95b03ab0454e5193d3d837bcaa
main,diagnostic_pair,A1_H_Zin_200,[9 10],[100 100],[42.4497497402388 54.2914548995566],200,54.1962041799683,3,720000000,730000000,740000000,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,e56188570d99f7c0720dabe1eb3980d09c0e6a754146d1278010fea8ac1a599e
main,original_three,A1_H_Zin_200,[9 10],[100 100 100],[17.14117756562173 53.72764306219694 42.4497497402388],300,51.1576122360563,3,720000000,730000000,740000000,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,051a166a6164fddee7c32f1436a139e4d96e46c8f8cdc749383ebdc6d43485c2
main,diagnostic_pair,B_H50_repeat,[5 17],[100 100],[3.510965140258183 3.430707017176957],200,3.52844317248716,3,720000000,730000000,740000000,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,c88ff00a25eeff382aada57b2e40cf13f943edbfbe2e6125da51df88aae9d114
main,original_three,B_H50_repeat,[5 17],[100 100 100],[5.093588565457008 3.957463799640652 3.510965140258183],300,4.78387359259502,3,720000000,730000000,740000000,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,4d6beeff8371bb840109076c44ec25625bcdd160c5f35ac495940d721fd44af0
main,diagnostic_pair,B_H50_Hsecond,[5 9],[100 100],[3.377821158638511 3.344927923367198],200,3.42336469273532,3,720000000,730000000,740000000,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,73f0137de398828fad0177850a2a9ea2eb9c669f61cc07e4fc71ed23e8c02667
main,original_three,B_H50_Hsecond,[5 9],[100 100 100],[4.899057797175209 3.711641940065039 3.377821158638511],300,4.62606583489006,3,720000000,730000000,740000000,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,fef8b7544e47a68780e6c68fb970e3db69770a32410869e72198ba8b03f1f059
main,diagnostic_pair,C_Hendpoint_loaded,13,[100 100],[3.570912146273505 3.405483022630496],200,3.50414571696785,3,720000000,730000000,740000000,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,c2233f54798c7873d7ee962f2812256b2adbba3ff753e6c19950c1e825487002
main,original_three,C_Hendpoint_loaded,13,[100 100 100],[5.039348139787989 3.876713641529954 3.570912146273505],300,4.76163683441153,3,720000000,730000000,740000000,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,17e68bbb48d8452d3a9d2ec8a3dc68fda28e476ec492be00aeb6c80b172ff108
main,diagnostic_pair,C_Hnode,14,[100 100],[2.564256626587486 3.341935827515565],200,3.31381825890771,3,720000000,730000000,740000000,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,a9b996134e9af1f1de2b79de0288e8d1014c5c15b052026e8d09762a20edef97
main,original_three,C_Hnode,14,[100 100 100],[3.986043659175737 2.027283529160817 2.564256626587486],300,3.79221435478884,3,720000000,730000000,740000000,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,2ea94317f01ee24fbc208847c0f14a36a6bc4d14cb231b004543f510713cf8c3
main,diagnostic_pair,C_Hendpoint_Hnode,[13 14],[100 100],[3.122342330547789 3.36966840659423],200,3.34993015842463,3,720000000,730000000,740000000,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,7b064c0a9fea24770686848e06f3bbe577a9b893951bf13e0c51a1f887dc6ad9
main,original_three,C_Hendpoint_Hnode,[13 14],[100 100 100],[4.537688101768269 3.076561397862787 3.122342330547789],300,4.32080930862145,3,720000000,730000000,740000000,f8e5b8a7a5e55a7411208b230d5991eead4b0ddb9fb1c69f4d48a03d0f6dcf0c,b14237f8532ea2fc6aca5a06d6d775c183dd221e841aa654adc9daf6807f4167
asymmetry,diagnostic_pair,A0_H50,5,[100 100],[2.586818660724044 2.68142615495291],200,2.5903510519407,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,36f428bf0b631577973772a89816a9ffc7e54393f317166af668e4a2f2188273
asymmetry,original_three,A0_H50,5,[100 100 100],[3.81183162709734 2.71472005335329 2.586818660724044],300,3.08499536500884,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,8c79430ad30313eeea6b8ad51622b850f3443cf98d8c356085d64f0127c02461
asymmetry,diagnostic_pair,A0_Zin50,6,[100 100],[72.03222663271077 68.20243528414487],200,70.8375704912336,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,05eaa226960d585d30c43a08e8900a7776a738b7c37ba535cf78d0983752a90a
asymmetry,original_three,A0_Zin50,6,[100 100 100],[97.46142708311719 57.98353350611629 72.03222663271077],300,76.368072463689,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,498eded845046dcd2ebdfe9b8fb7b0c4dcd1fbd6aa720005acf4f3ea7ad82a91
asymmetry,diagnostic_pair,A0_H50_Zin50,[5 6],[100 100],[50.99242613908974 48.25961112811841],200,50.1504649507976,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,2f7f0fa8290405662bc71a7bcc8284cd15311d9da773c2b7a749fcf62ab3bf84
asymmetry,original_three,A0_H50_Zin50,[5 6],[100 100 100],[68.97133833277165 41.03037053647218 50.99242613908974],300,54.0437099279211,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,dc05ec63fbd804a53f0e50529d154161840d6c42a0f0737e8f528ec70e289b9f
asymmetry,diagnostic_pair,A1_H_12p5,1,[100 100],[2.831581451237513 2.83581004113751],200,2.74898007171136,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,122fa6eadd2f3731a39ca37d5a36d161fa4b8c8f7bbc08dfcdbefa3512d583cb
asymmetry,original_three,A1_H_12p5,1,[100 100 100],[4.08362978630407 3.031211618147222 2.831581451237513],300,3.33118795524211,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,f70c76ec0516e8e403b62a83d5a1354c73242fbbb04c7e47e0e2e46302bf422c
asymmetry,diagnostic_pair,A1_Zin_12p5,2,[100 100],[100.2094554068065 86.93053854907924],200,97.795077586869,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,f8b2890538cc61b3e3d3ac2fcc414d5a24d2fe8dbd0ed36675f6fa975418ed5e
asymmetry,original_three,A1_Zin_12p5,2,[100 100 100],[158.6150130816089 76.95102091772183 100.2094554068065],300,127.844534334102,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,40add6c27edc8969c737b8713e8488115ed5125e68607d2eb4bad364d28bca4f
asymmetry,diagnostic_pair,A1_H_Zin_12p5,[1 2],[100 100],[70.88706795475368 61.49803179964682],200,69.1791829747321,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,d5c97a1b83ae7ca032f4065614722ec45315fb0e42cf35f98b08cffa7bde8a9e
asymmetry,original_three,A1_H_Zin_12p5,[1 2],[100 100 100],[112.1958825224522 54.46595730747564 70.88706795475368],300,90.4287801445047,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,a85b3f368d8b721e5f2da6ce358a55bae49a70967cec2f53872e4c4ea0711570
asymmetry,diagnostic_pair,A1_H_25,3,[100 100],[2.669726072197016 2.731271989701044],200,2.67797927072346,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,bd2ac6510d82ad71a487bec7472ad4bd712bb3aeb26ce50cdbcda54979388092
asymmetry,original_three,A1_H_25,3,[100 100 100],[3.988498918928015 2.848321344716471 2.669726072197016],300,3.13792781188028,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,22a167c32dcabe3564221767207973afb06bf03d205115d19c28c34ab6093e9a
asymmetry,diagnostic_pair,A1_Zin_25,4,[100 100],[91.29983735446724 79.42232381935636],200,88.1582180667457,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,90d62713c5263cceb1585386288346f813d7c3441071f470fca8d9b5027cf20f
asymmetry,original_three,A1_Zin_25,4,[100 100 100],[133.9068930192009 69.50684555498722 91.29983735446724],300,104.738665117695,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,69ff9c0255ae6d82b26b53a13ce281c2b1db0e435c27b4a2bbd38466aca14c16
asymmetry,diagnostic_pair,A1_H_Zin_25,[3 4],[100 100],[64.58064285810448 56.19452226875279],200,62.3812125801616,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,6d79a5d012caa5d5b8ecfb6fa306316ac4dabce6e32a90dac7f7bc9c59d95bec
asymmetry,original_three,A1_H_Zin_25,[3 4],[100 100 100],[94.72930366566085 49.20195226141735 64.58064285810448],300,74.0932033039768,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,b08fea458319374aa874d9d73844c696ba549667c4cf00a7f6eb568d2b09afb2
asymmetry,diagnostic_pair,A1_H_100,7,[100 100],[2.458630287118172 2.500404143219183],200,2.45369150078125,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,0e7a55326be05ad8f266fd2dab883cfbfd6555f81ed874c85135b5ef0d411ba7
asymmetry,original_three,A1_H_100,7,[100 100 100],[3.552717221684594 2.49282249790074 2.458630287118172],300,2.89560300443459,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,06016fb9ff56eec5bbc5d980ff3745b483a872bf377edfa4cc07a3eee12162f8
asymmetry,diagnostic_pair,A1_Zin_100,8,[100 100],[49.31441546585759 54.62858808490288],200,55.4573278890025,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,52e312ff98d7d4503026abd7b69f218fde6d9fee126d9a4a223bfc5a1d77364e
asymmetry,original_three,A1_Zin_100,8,[100 100 100],[57.64621545270692 46.3949783396141 49.31441546585759],300,49.8689172460253,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,e15d9f87b08dd1486920979a08406c195f7c84ee8168acbd179af5bd7783c3d4
asymmetry,diagnostic_pair,A1_H_Zin_100,[7 8],[100 100],[34.9548758675803 38.66872677838512],200,39.2494693594737,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,bcef69409de1c1c758e7067f813e229e6beaa5526afcfaf854df298ebb60183a
asymmetry,original_three,A1_H_Zin_100,[7 8],[100 100 100],[40.83874566977198 32.89969106789763 34.9548758675803],300,35.3008762801011,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,167a899b4f558c0a362745432549e364d572ef7121a32d8c13d9a9e8d50d7872
asymmetry,diagnostic_pair,A1_H_200,9,[100 100],[2.422699982269344 2.4572853811594],200,2.42885585267971,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,1409762ba37f5f07f341d27d3dfda13effb009d04468b6878fa994437f4bf4f9
asymmetry,original_three,A1_H_200,9,[100 100 100],[3.432378926125601 2.453510279477552 2.422699982269344],300,2.76592490708438,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,2738cebbec591b0c5bb12a7ab1fbf339916464401fd390bba31b71bc732329a0
asymmetry,diagnostic_pair,A1_Zin_200,10,[100 100],[28.88666726890012 45.66816747343469],200,46.5281360410716,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,3c484f49f9faf8a7f61b3e01ec65ac7333dc2b003d3c551710870add81853c09
asymmetry,original_three,A1_Zin_200,10,[100 100 100],[17.24703615934296 30.07931227366713 28.88666726890012],300,28.3155756231358,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,280e2ea5a5d9adfc973ea58db6a26df4cbaf8740f61f73e9a2042c76b8fa708f
asymmetry,diagnostic_pair,A1_H_Zin_200,[9 10],[100 100],[20.91022740418923 32.3271533806901],200,32.9536735472733,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,7a12e77cfdc48ad59184d0c6a174395d898d22df56d7a6f2793a5029ff14dcaa
asymmetry,original_three,A1_H_Zin_200,[9 10],[100 100 100],[12.43300367214816 21.40227132596245 20.91022740418923],300,20.0554467291792,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,8adc95c0969d781af102ceca2582c2ee0a29195dacd46a65193adfd41bfdeeaa
asymmetry,diagnostic_pair,B_H50_repeat,[5 17],[100 100],[2.592893641348858 2.617973088432853],200,2.52058805543195,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,9e5a124fd7459b57a95619308101454d47d79a3f9f4da49d940f25d5004571de
asymmetry,original_three,B_H50_repeat,[5 17],[100 100 100],[3.751407753339514 2.707984059605389 2.592893641348858],300,3.13355935882976,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,a40312725a60d11a565d39c123971f59b2f62f309bc0fe1d90329a00f2571c46
asymmetry,diagnostic_pair,B_H50_Hsecond,[5 9],[100 100],[2.530117339539619 2.560798074383127],200,2.49435978708122,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,2b7847e9ad035875ce9780f7afb250f44b26be9765e019a0be72a181db026bb7
asymmetry,original_three,B_H50_Hsecond,[5 9],[100 100 100],[3.598463963904813 2.583776095998285 2.530117339539619],300,2.95007187768242,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,42cdcf812f9c35ed00e2bde5774cefa83ac70dc49ce0601713dc37a9387502ed
asymmetry,diagnostic_pair,C_Hendpoint_loaded,13,[100 100],[2.610575797401096 2.583920947382827],200,2.56524997999181,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,de2fa9ab0e8fd2a1a6350cf4e1d615e76a675bc0bb8384cd9d1f70e5c899f5a3
asymmetry,original_three,C_Hendpoint_loaded,13,[100 100 100],[3.864004869809333 2.792880013301861 2.610575797401096],300,3.12131091812541,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,7c8b7860c0d430724731077b94e253e2c618695f38d8a6203fb76e4c4c7e0387
asymmetry,diagnostic_pair,C_Hnode,14,[100 100],[2.005416940083579 2.276621355530413],200,2.2638785844934,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,cf2b298442bd3e28bc109867c4bf793eea2ac904c297942556d7932b1f40ab65
asymmetry,original_three,C_Hnode,14,[100 100 100],[3.04740783735804 1.526870051543274 2.005416940083579],300,2.4848127031034,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,842f9c2cac8d9db3d39909c853d984fb93d3ef074c6d25436e8c2ef8568d5b00
asymmetry,diagnostic_pair,C_Hendpoint_Hnode,[13 14],[100 100],[2.357650612102554 2.515531634687298],200,2.45501220453951,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,c72ffb4853afdaae6ede5a121fbde9ad1c151166d88c658be726155c15eb1401
asymmetry,original_three,C_Hendpoint_Hnode,[13 14],[100 100 100],[3.512965502610603 2.271812563032432 2.357650612102554],300,2.85380455907399,3,721000000,731000000,741000000,dd7ad68af2545a82f1290cd2d4fd7aa5cb8df8109a74a622111f38054d348ba6,314e3c627c85a94c2b2898e1371d92f00d7cd9ed4aabb45f6aea5133f23f28c8
