sample_id,physical_scenario_id,split,truth_topology_id,case_seed,parameter_vector_hash,noiseless_cfr_hash,observation_hash,noise_snr_db
r21_development_024_001,r21_development_024_001,development,R21C_024,1874535474,1e67376c8c75970fc757a0c0dc960e67afebfb3847c311b857c371799dfcd5f2,b1fcc638f82fc47b22cfb34cc9c33604f307e76996f31edb5efa7da86c4a6306,2251f754361972fd76000b938c414f314324d526e20f2c0646502e121a0df579,20
r21_development_024_002,r21_development_024_002,development,R21C_024,1891313093,cf331956b47470434d0ae25f04588ca15970e1be21282eec8d95aeac761925d0,706e70d0186f21deed26c2f9d46885c740646fa607b2a86caf1d6cc785289061,f45fde0d956886fb8a9282cb76b48d6e09311c14b295369e80baa26abb8b99eb,20
r21_development_025_001,r21_development_025_001,development,R21C_025,971212332,330002fc16b20ddf3e96b4482f3e80b741f303e7c09cc7272d0a5a8626f18ed4,7ed05786ced68745cdad527b7c4724adcca195e98cd2725750bc8da54e83e4fe,10293d5a0c6a6b8e59622af0d554337b041aef026b0f7ab7e4579a2baa0618e4,20
r21_development_025_002,r21_development_025_002,development,R21C_025,954434713,8a2e661709e6d49b5421d9e2b53b9044d719b276e4fca3e52eb7c9881c3e6732,968bd6a2659b6d5f8b299a8678d0c8577bd11259c0405121490cf0ebd7d2c959,9e58713b23b481488baf511c847f452a0603a4045c67bfbdeac03b7fd15757c4,20
r21_development_026_001,r21_development_026_001,development,R21C_026,1529417219,916fecf5e51b33ec5c5c9b48e6252fc0a452cf16452ff6e09efc23db096b4f32,5bed007038c7bbd767ac9743c95548340979f52d81b1bc009685daabf0d373bb,ae72772e5f2979eeb20ecaf663819ed2a8daa26ff5c9c760f6548189f3d09f75,20
r21_development_026_002,r21_development_026_002,development,R21C_026,1579750076,1f9a45a533caf9f083ca4768f4596e0921c7ab05213401c4fe47655f4906b3b2,bbc8b8fe2b2fe47b7707f6409158b0929303ff68a2ee3e5131fdea8f751cb83d,cb84cc675b8a1bd0d0993543f28a4716d79971a988f5be30a64c082af0bc11a8,20
r21_development_027_001,r21_development_027_001,development,R21C_027,1171088637,cf7e16e8df9d53f2a0184717a91a00a21735175e8cff93827bdf81bfa2cb1d26,277a8f40f75bd32a6c2b3ec5c0d97672e0c5131c88b6dcd11cefee1f372a48d0,6f758b68ee8d2951a699472e81027c9fc3bb08aea0e357dfdb0a22728c03eaed,20
r21_development_027_002,r21_development_027_002,development,R21C_027,1187866256,86483514feaa5a09a91ce734257901eb5c86c4dc4318662bd4c71bab7556869e,6631652e410d9a1f39158a08f050bc189088d54749fc0423f7bed1da7eb7bdd8,a4658bf2eebabb5716ddd4413b32bd2bd63c242bcff7dfeed0007deff031b540,20
r21_development_028_001,r21_development_028_001,development,R21C_028,1866947858,7c350f608b79ae63fd375e827f3c0e86329b7e36ee2e28f9c4b18ad0c2ac5ede,32117658812551e11de8dc614cadcccf9cbb19e5cba60aa8c4132a18b48d1a12,d447d4115208575f8150a70074757be92730d6d8b2c4277ba2e7ecb6fe4a92d3,20
r21_development_028_002,r21_development_028_002,development,R21C_028,1883725477,e008c50ed664d7f1be2f9e3a79d960d7f84167855e166f4acc0bcaf3114f3df2,2b9c7b3dec5181e6506539da2db132c9722bbde6c4d68fbcf1d873fc0e561f4d,ac602562f6a0790608652de5b91359554f28856797d766204c25c4373d1417a4,20
r21_development_029_001,r21_development_029_001,development,R21C_029,997400909,c3095f2870ff30a5452b798474056791bea72a70c085bd2f04077c01802c6ea3,3fe53b301e72ac16c169a9a27c9a81dbe3f3ffee70c5861514fc73596722f752,f99193a70e5994e9f370d8a7bdc827e44298290d183708b18d06fa2c63d8a62e,20
r21_development_029_002,r21_development_029_002,development,R21C_029,1014178528,6f79dbdb969ee47c311adc50f332abb2aa162cbd16b817248ad5c61c682c3afe,6a67aa14dc5af810e58834f3328c1121c86aa5f6d0feb81d0c92380d6487a723,63615fd4927022f43366e9940a92c89c8cef2cf0b29f4474d503652406cc4397,20
r21_development_030_001,r21_development_030_001,development,R21C_030,1282122714,c5f3751f310e7497810590ad306870ed2bd94065f53fccd89fae41563677a597,ae048cd5feaf04a761dd0beaba0c31257a79d379a114613e80c2a626c358178e,933a2e721f6fe23ac7e0154141233db2c9468f14cf58e10109061ac953173266,20
r21_development_030_002,r21_development_030_002,development,R21C_030,1231789857,212a7ecfe50fd65d79a2e4efb725198ecdbdb2c4d1e086dfc838c6453d977bb1,8310a863d229fe83821a587baa139aa568d2192fd90d41d03eac38cd37c2d809,afd9a66b44f69b4cf9f5dbf40e60d33cec2a963f0895c10700ec8b4a7766abf6,20
r21_development_031_001,r21_development_031_001,development,R21C_031,1432253891,94b36ecc8125cce9ccdbee027d6bb2297b3d19228d383de0e6b82d5cf1fe3df0,7be8ae8457d5a171472f4306aa42b2a74b4e9c9bd2ce46da61e90329637fb498,fa705772bec969f15b7afad5850dfd193769d9817fadd51e51d653b5be6e3c8d,20
r21_development_031_002,r21_development_031_002,development,R21C_031,1482586748,79722d6647fa5b67b36ba1894cfa595d25d0ef94b938ac543a73a1f1e88d08e5,4bc27e5025a8959105f916df2010bd4eb191775a413d3f6876ee5a1b628c42b4,a624c72c26fbe98a0afefeb252fcb46e1b2401a5b34dbe4cca502d3085994a0a,20
r21_development_032_001,r21_development_032_001,development,R21C_032,154486563,ac3da730e2346fc8151af3027b672f530575f81d5df17f372d66df0652a429ba,e7f54afa344ad5a512895bbb3f6310bf5247f8d6913fb485559ae53e1212f8da,a8a7aed7dbae02da44a6679bdd9c6e5000b8436e7829d7489e9d7c942a0ad1b6,20
r21_development_032_002,r21_development_032_002,development,R21C_032,137708944,d0544542da7be14fa16d84a0a663b45c7b4e7682793363c979afb8c6dd8b074d,001664dc8e3b57edaf9df9689647045e86656c35b8722f10b03a082619326fcd,f18742629ab5ca973a466ecd8bb25dec2bdf36caa6aba96d75c14bf159fe9ae5,20
r21_development_033_001,r21_development_033_001,development,R21C_033,179778866,fa00b8b013965b237809c117284b39e27d54db607fb37aa809325069b45b0cb3,22523fbe90d7800c9189674a3ef2ee9a51fad4c414174c996108b4f561c7919b,6fb1600dc5b2edfdc2c9e1114a3aa885505a19bdfddf3941c4191a6684bdf4a5,20
r21_development_033_002,r21_development_033_002,development,R21C_033,230111723,7502bbbae6aecb38a8015cff1eff5600dd10cbb045f32d6b8a2ad524ca198037,e66d7531a7952775a60d4c2380b7d9b50a4685dbd0a4506d5d75e89c570ef08d,91cebaeae42962412381e815ed5d0c8ac16a17f32cbbe48a1588a1d146870116,20
r21_development_034_001,r21_development_034_001,development,R21C_034,720639412,53bfd1ce6fe2c3423ffd4b04c11f773f360ace26236041777cc6fe9771d83dcf,27c989a424ba60dc997d26eca106c30d07c63457b59cb2a42f8a3999ebb78fe6,02369c0d6d1a0de9d266908923b065d60982840478d98a5d158fb57c8a06b2ba,20
r21_development_034_002,r21_development_034_002,development,R21C_034,703861793,180e9b1d60c5506db69583b455815cd66c42c6d07d9a07ad9deeb8eeefec4215,23ac0316f133900fdbc0fac9dcdd27e7b68194d406aabc66bdfbd09c6a0eb1a9,24284274b09b5e124b497dcd3b2571076dfb88541404c45a69fd935b0074ae8e,20
r21_development_035_001,r21_development_035_001,development,R21C_035,1257319452,e9caf98fbf3c353827a693303009e80555b106e4d33fcdb3baeec030d154e53d,5c352b5527fb725b3d7801df96e89829f3546ef94998a3b93d410ac2776baaa5,806c20a59733b3ab1c632c2775622993437486d2370c322ab9de520d82df9e17,20
r21_development_035_002,r21_development_035_002,development,R21C_035,1206986595,579bb1831d45b15c8579ac0925d001b59b1991d596372a0ae9bb67fac41321ce,f37cc4968b20faac0e6149d660ace120945ae2eeaf72892b43ed2aeef652f267,c2fc0bbd8c9662cd5928011f49a6b4df88e87aaaf2010ad382481d9828f8859c,20
r21_development_036_001,r21_development_036_001,development,R21C_036,848194461,41a12a70782a4b06d29ebc1cf034e1fa75d9fcecd3651ea576bc616f057dd232,3efb83b737cbd2d88d6931ceb0e58c913087e754d69662034dc3b0bf44412de4,5dd92c0872c43aff46f44088968dd38ff1e09251279057eb5756d85d6d749edc,20
r21_development_036_002,r21_development_036_002,development,R21C_036,864972080,e027f12066367f1bcdc829d5ed5201823c97b317f3be49981f55d020a20c8540,9b6e33d3b51e2b52dbd561ba1c41982c30064c574fba34b4cd5bcbcbe23b5011,86ba7edc3fc3f7d4f74a9c9af33b785ad6adaab6404b04089cf157fa6a657527,20
r21_development_037_001,r21_development_037_001,development,R21C_037,1727328166,b63a1cc7ee2ca990d65c8aec31ae36884ee59cdd7c5a3f09b91bd9d59d44ee5f,b54e195a7552535bea6fb5734af9a0e1ba7f5735c6ef2a7260408c26589e6c6e,dfbc6682f125722ee42e053c3c433c476b333a28f174b27c3feedb21d5ac4f4d,20
r21_development_037_002,r21_development_037_002,development,R21C_037,1676995309,82e3b36e7918109d0c598fdacdb37a3b47bf0e87836e8f592dac96616b06f783,b668e89391ad4467d217c613a9419bf85e14b2a99717702c64af0079753cdd4c,855a9ff24cc6a8275d78acc0db711c69d65f118e1a6dbc1b9543f6fa950b45dd,20
r21_development_038_001,r21_development_038_001,development,R21C_038,713051796,f390b39b8448ecb3c98a0773f57394ea8539296090d29786bfe2ffb68783c71e,fe1e9611d51d8fe70c8f8b5b1eac2028141c7ac550cb204e8fc3408b57b4e833,c44c9ce0a1b9c838db5df3c7ea5a02a81e73a7d3df9f1d8bc84362e17176fccb,20
r21_development_038_002,r21_development_038_002,development,R21C_038,696274177,50bb573f61b41ae0d32f04939e7b237e8562b70c1b8e6a48313a27a41d905c53,3cd121f0cb52a8ab97476a92cf89bd2737edbf2a7007784f2b20812ea3524904,ffa8befb2464c0fd01d33ec3f0c896a1cc66a8221324c83d02e9b842ba792986,20
r21_development_039_001,r21_development_039_001,development,R21C_039,1588174365,81d24e3320d620d88fb3ee50c98d9eaed3ce62fd21a3bd451a3492d10fa49f19,6aa912fa0b586b44da0d76af8ffb9dbf2dada4b1b212c440a987c7632e25f666,d370e253313d1a3c338fee1081327fadcf5b522e76b98908cc49082e888c8aa7,20
r21_development_039_002,r21_development_039_002,development,R21C_039,1604951984,3f5accbd60d19a1eda80d1ebba223c057cb95d20ef745f82136df739c40a0cef,82160c0f254c12c80aa83dc61a623818cc00a0215cf0ec0db94b349d15efec52,85b728c4d1fcf73f187611f45b182c9efff784e8f80cae889ba95f11223bd1d8,20
r21_development_040_001,r21_development_040_001,development,R21C_040,1027898537,141893c5395c2ca928b623474ba0951872e13b95e74301d649620ffc53852889,ae033dd241eff102baf1ec97eb421ce84de50a5f2a3315fae839ea13b2f70331,bddef86ea8ce440c6a8e5bd9730ca7fd976f0f913a65db73fc7d372ec31bd4e2,20
r21_development_040_002,r21_development_040_002,development,R21C_040,1044676156,a477ab3e15a03860cf4abd2735ebfd87fcacb508920d2b7509548b40caf33d5c,ceebf7dd88afba8d81b382388c08ffea9d87ad93f679eca21435d14f984fd8d7,cab0425346b72ad77b663a264ac20672333533c3b9e6995de0041c3ee3f8f0d7,20
r21_development_041_001,r21_development_041_001,development,R21C_041,515186979,33517f34a5fcf6d051de8a0e5c9ac718045804ff59027b6c6779328d8559662f,72375391990e5e19f863988c16ca82c27aa6a58a6d3a71bca4ab5804e84b488a,bda75bb7170cf6d7a7f87deed11a0d5ed4b7f5d1a3a549ddc19030cb1801c5dd,20
r21_development_041_002,r21_development_041_002,development,R21C_041,464854122,42a05e28ec88e3853d1dfc4053b863e5c806cfe731b73b0cca29bcbdb476b351,4261c2f2a1f5f4836517dfa5615aae29984a55a3763ae2ff1a8f1361e8f663c7,bf52ef7fb3f8f500f1e0e64e6f0ab52d8d74725551276a0a39cf628845b5adf4,20
r21_development_042_001,r21_development_042_001,development,R21C_042,1922855574,4169694966f7a5d96f9f6754e572d48129644a8c934179877c50f4bb78f445ac,a6ec638880a0de4a85943e69eefde80b79ca072bfaf01d5fba4d4b29e42e9c80,2d38594ce2de9e5428456d9e11aa2324ef5167d526ba0bfe54ecdc80188a0256,20
r21_development_042_002,r21_development_042_002,development,R21C_042,1939633193,7a1db9dfc08a95add9f059db382ae5e6a611c99ea97499e15364ee86303b6822,ac755bd9b1e6c12ead08120d1c912fd52699552d83f15d39705360a9f964bcbc,739c428bfbe72ab3cbd80073a5cb8731dba27b045d82508ce793edd1d1631082,20
r21_development_043_001,r21_development_043_001,development,R21C_043,1057150391,10c81ca956ee9089bb6ad4594392c7d52ae795ea5af8960ff350e3c15c905c97,6d8ea87b2bccb7b4f000647eef96cb1576ae4af18060f87a003e0b727b3b2200,ef7510f5a82fc1f2c45fb85dd121e145f35625a447d81efd3a681ffdec277b5f,20
r21_development_043_002,r21_development_043_002,development,R21C_043,1040372772,23329009d9bdf8babca63b084ae0fd583ab8e37b30b09bdd8487287eff2b6e67,96647df52cef39cd71fbfce30c2a2f89e4efac0c3eb508f7e9d3d970d85e3181,91fa87bc06efd9f534c54e26e68c1662d221d73bb4870e24806bc26e34aeb1b8,20
