sample_id,accepted_set,set_size,hit,singleton,empty,method_id,calibration_hash
r2_pilot_013_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_014_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_015_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_016_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_017_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_018_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_019_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_020_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_021_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_022_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_023_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_024_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_025_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_026_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_027_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_028_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_029_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_030_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_031_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_032_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_033_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_034_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
r2_pilot_035_001,"R2C_001,R2C_002,R2C_003,R2C_004,R2C_005,R2C_006,R2C_007,R2C_008,R2C_009,R2C_010,R2C_011,R2C_012,R2C_013,R2C_014,R2C_015,R2C_016,R2C_017,R2C_018,R2C_019,R2C_020,R2C_021,R2C_022,R2C_023,R2C_024,R2C_025,R2C_026,R2C_027,R2C_028,R2C_029,R2C_030,R2C_031,R2C_032,R2C_033,R2C_034,R2C_035,R2C_036,R2C_037,R2C_038,R2C_039,R2C_040,R2C_041,R2C_042,R2C_043,R2C_044,R2C_045,R2C_046,R2C_047,R2C_048,R2C_049,R2C_050,R2C_051,R2C_052,R2C_053",53,1,0,0,absolute,f11c6b3f32fc1487411039952cbcc6cab802d2f19a9e54ff7a988b389a0d59a0
